id_detail,id_order,id_product,amount,unit_price
1,25251,718,18,2.49
2,15773,626,39,19.99
3,16149,410,14,4.29
4,41027,53,29,24.99
5,32016,181,33,39.99
6,32390,250,7,149.99
7,34549,21,25,4.19
8,33178,752,26,2.29
9,42152,58,16,4.29
10,6263,671,34,24.99
11,1173,472,31,24.99
12,47580,656,38,3.29
13,5943,328,15,9.99
14,8931,366,9,5.99
15,43574,636,41,29.99
16,44354,81,17,12.99
17,6261,514,37,4.29
18,42398,178,33,29.99
19,6413,253,5,2.89
20,49721,286,36,34.99
21,7579,125,37,4.29
22,45856,753,27,12.99
23,224,293,21,35
24,11422,302,41,69.99
25,27016,654,6,34.99
26,42552,277,33,49.99
27,10778,430,20,7.99
28,49518,712,2,39.99
29,27272,554,10,34.99
30,44478,463,41,34.99
31,12823,596,44,79.99
32,27683,287,13,6.49
33,41314,206,44,34.99
34,31332,91,30,5.49
35,6972,13,24,3.79
36,49883,645,27,5.49
37,13445,277,5,4.99
38,22207,107,13,5.49
39,8564,116,19,24.99
40,44200,104,31,3.49
41,19932,714,15,18.99
42,33891,207,23,29.99
43,46865,415,1,29.99
44,44594,279,25,149.99
45,16357,554,7,2.5
46,21356,361,15,2.29
47,10943,32,28,2.99
48,12855,94,18,8.99
49,11072,2,45,4.49
50,38532,555,6,6.99
51,20661,118,40,2.49
52,33805,257,10,3.99
53,38433,221,15,15.99
54,8095,570,12,99.99
55,37502,351,23,8.49
56,43337,439,35,24.99
57,25522,355,43,8.99
58,49538,128,2,49.99
59,47133,733,29,10.99
60,41080,19,39,89.99
61,41136,648,13,3.79
62,992,613,46,34.99
63,3991,101,35,49.99
64,7728,467,38,39.99
65,21589,188,2,3.29
66,22903,309,25,18.99
67,43968,247,12,39.99
68,39817,289,42,299.99
69,31094,491,26,49.99
70,49507,94,29,39.99
71,16509,29,40,2.19
72,34256,672,37,359.99
73,3325,655,10,3.99
74,43413,616,7,19.99
75,46508,159,40,39.99
76,48815,496,29,34.99
77,17682,132,48,8.99
78,44216,613,50,3.49
79,32024,748,39,3.49
80,48436,397,42,2.49
81,1842,37,46,19.99
82,9574,386,24,249.99
83,46018,711,22,3.59
84,1223,554,39,39.99
85,23793,642,49,199.99
86,33696,745,15,19.99
87,36826,59,33,99.99
88,17430,37,24,4.99
89,22861,338,23,2.99
90,12661,644,46,1.29
91,46305,463,9,3.49
92,18527,704,26,39.99
93,49795,655,32,49.99
94,13054,732,25,99.99
95,10755,784,12,39
96,22108,85,15,24.99
97,30432,792,6,39.99
98,35943,688,2,59.99
99,40531,532,6,12.99
100,10417,601,24,199
101,32877,701,24,49.99
102,9676,23,22,22.99
103,35887,84,32,3.29
104,28442,736,30,2.79
105,14614,325,46,129.99
106,38944,736,35,59.99
107,39162,112,17,129.99
108,921,20,35,14.99
109,34599,89,50,54.99
110,31755,788,24,27.99
111,3938,106,46,24.99
112,2935,74,10,24.99
113,44693,376,8,39.99
114,21566,327,47,8.99
115,47601,115,42,39.99
116,29396,644,50,59.99
117,27165,298,10,29.99
118,27552,131,15,3.49
119,22727,12,1,22.99
120,42300,253,42,39.99
121,12897,578,4,29.99
122,48690,727,43,2.99
123,39492,110,13,19.99
124,29564,15,3,1.99
125,25835,126,1,49.99
126,32281,83,23,24.99
127,30793,768,50,2.99
128,48691,207,21,2.49
129,11867,383,27,99.99
130,3994,703,37,6.49
131,23139,681,7,3.49
132,24140,673,29,2.49
133,32922,473,6,29.99
134,44291,330,18,1.99
135,17147,536,40,59.99
136,5558,37,30,129.99
137,12625,45,18,89.99
138,30396,612,42,39.99
139,25317,242,21,7.49
140,25075,527,30,34.99
141,5535,264,42,2.09
142,9854,5,10,1.89
143,35611,187,35,22.99
144,26989,308,22,1.79
145,31373,577,35,3.29
146,24601,710,13,4.29
147,41934,102,1,14.99
148,28512,45,43,7.99
149,33436,20,13,19.99
150,44004,427,50,3.99
151,28280,195,10,8.49
152,14109,690,50,99.99
153,36570,703,4,3.29
154,33163,478,34,3.99
155,13153,342,14,99.99
156,42952,149,4,44.99
157,22934,705,48,3.49
158,5828,503,38,22.99
159,40394,752,31,2.49
160,40868,582,45,2.49
161,26292,542,13,2.49
162,20120,121,19,3.59
163,37623,328,39,3.99
164,37746,311,20,5.99
165,37256,241,26,45.99
166,450,542,41,3.99
167,6014,688,50,2.39
168,24598,80,19,1.49
169,39739,329,25,4.49
170,25598,383,31,3.79
171,27799,266,33,199.99
172,41034,589,48,4.49
173,4530,512,43,5.99
174,37344,723,15,2.39
175,11709,735,11,6.99
176,9453,201,26,99.99
177,10043,641,41,49.99
178,41090,603,47,2.99
179,40026,70,26,5.49
180,8896,161,32,3.59
181,29785,470,12,19.99
182,21381,455,42,3.49
183,7240,240,24,3.99
184,8327,214,26,1.89
185,18522,160,46,24.99
186,44939,190,35,59.99
187,6438,689,46,3.99
188,38233,360,19,14.99
189,26640,277,23,2.99
190,35522,680,11,49.99
191,35552,488,43,27.99
192,44616,257,8,24.99
193,3557,92,48,39.99
194,6069,262,21,12.99
195,38624,227,31,12.99
196,17807,26,37,5.49
197,23556,625,10,79.99
198,35701,730,49,49.99
199,36702,748,9,34.99
200,35227,508,11,24.99
201,15391,464,49,5.49
202,45390,624,18,79.99
203,10426,233,27,29.99
204,3720,747,21,129.99
205,42350,470,50,19.99
206,17754,89,30,5.99
207,6138,669,30,19.99
208,30869,356,21,19.99
209,548,504,7,59.99
210,11464,591,24,4.99
211,43423,233,2,39.99
212,29003,118,38,39.99
213,41535,140,32,54.99
214,27635,524,28,59.99
215,24831,283,29,19.99
216,675,447,50,34.99
