id_detail,id_order,id_product,amount,unit_price
1,41818,700,50,39.99
2,42885,787,46,139.99
3,11876,91,6,25.99
4,4843,542,6,4.19
5,4612,649,42,24.99
6,7383,314,48,22.99
7,37529,622,43,49.99
8,502,334,1,4.99
9,22836,491,49,9.49
10,43575,174,2,39.99
11,19251,789,18,15.99
12,16317,624,13,2.49
13,119,566,37,6.49
14,41258,725,25,129.99
15,34665,258,15,12.99
16,26092,563,12,6.99
17,26792,320,16,3.79
18,40245,173,47,39.99
19,7246,55,21,5.99
20,13699,274,48,99.99
21,14016,538,30,2.29
22,35630,512,34,5.49
23,22307,651,33,99.99
24,7633,614,6,29.99
25,28491,287,7,3.99
26,16369,784,2,5.79
27,38840,797,41,7.49
28,42459,501,16,4.99
29,10906,358,27,12.99
30,33632,166,43,5.49
31,22765,507,14,2.99
32,25609,435,33,3.99
33,49035,698,12,10.99
34,48294,796,36,14.99
35,27446,610,43,1.39
36,4698,735,24,12.99
37,17048,537,7,1.99
38,34704,366,6,299.99
39,35244,753,23,7.99
40,11213,47,25,9.99
41,20458,34,47,8.99
42,48217,446,9,3.99
43,19753,604,47,89.99
44,45088,92,3,49.99
45,47011,306,4,4.49
46,9156,184,16,1.69
47,34248,593,23,2.79
48,41316,768,50,149.99
49,22695,358,39,89.99
50,49480,82,6,3.39
51,21848,299,25,1.79
52,32532,489,6,6.49
53,22436,385,31,109.99
54,36842,337,27,69.99
55,18820,571,6,3.49
56,15554,311,37,3.99
57,13992,243,19,39.99
58,8411,538,15,2.49
59,18019,345,44,19.99
60,22167,110,32,7.99
61,17,141,26,3.99
62,1844,282,27,22
63,12360,86,49,19.99
64,28672,231,15,3.29
65,49266,756,42,2.29
66,44670,638,34,3.49
67,17805,395,34,8.49
68,47398,797,4,4.99
69,29053,499,5,6.99
70,26703,257,4,15.99
71,4690,17,32,29.99
72,1947,418,32,24.99
73,18973,54,31,4.99
74,41077,36,30,24.99
75,4080,483,11,2.99
76,19282,124,36,1.29
77,9977,664,39,1.49
78,7279,52,39,49.99
79,25378,456,39,24.99
80,14719,223,32,4.99
81,44188,304,35,6.89
82,4331,794,50,69.99
83,35109,475,21,3.29
84,18684,298,19,3.99
85,41475,36,47,24.99
86,39104,504,24,15.99
87,16575,301,31,3.99
88,34650,656,36,24.99
89,2321,760,16,4.29
90,8700,272,18,99.99
91,13837,725,37,10.99
92,20356,733,40,2.99
93,22490,226,20,299.99
94,26676,437,46,3.89
95,10755,470,49,29.99
96,41100,716,35,2.49
97,30473,598,34,29.99
98,4166,196,4,3.29
99,26422,776,8,44.99
100,17648,174,3,3.99
101,13211,406,3,14.99
102,43372,333,45,29.99
103,24202,403,39,3.49
104,47062,41,27,79.99
105,29292,407,14,2.49
106,12170,258,31,39.99
107,3154,25,12,22.99
108,3341,192,50,14.99
109,18076,601,41,69.99
110,25811,281,28,34.99
111,17178,644,33,2.49
112,43249,304,39,89.99
113,23061,652,5,19.99
114,37105,50,15,35.99
115,27369,631,15,29.99
116,39379,377,26,49.99
117,9084,136,20,2.5
118,18449,417,37,2.49
119,27032,32,23,14.99
120,34540,47,37,6.99
121,34607,14,36,3.49
122,13689,542,10,17.99
123,46808,394,41,5.99
124,26528,756,27,3.99
125,38933,51,50,4.99
126,3620,304,39,49.99
127,8496,644,27,44.99
128,7753,798,12,3.99
129,24543,412,49,4.49
130,14602,218,14,39.99
131,37003,90,39,19.99
132,27343,735,30,3.49
133,49283,788,8,3.49
134,6788,162,37,4.99
135,10826,394,24,8.49
