id_detail,id_order,id_product,amount,unit_price
1,40918,373,38,3.99
2,32202,382,40,5.99
3,16056,438,13,24.99
4,45552,299,45,2.49
5,29990,255,8,2.49
6,45420,583,43,129.99
7,32186,645,18,4.59
8,33592,226,22,19.99
9,10380,348,17,9.99
10,35126,499,21,1.29
11,48680,633,18,29.99
12,31330,517,8,5.49
13,21644,712,25,3.49
14,45024,691,39,29.99
15,15294,94,38,3.99
16,35477,158,34,29.99
17,35939,68,26,24.99
18,2283,296,18,3.49
19,23659,158,31,15.99
20,3394,572,46,3.29
21,24595,422,35,3.49
22,28012,286,20,34.99
23,42131,626,13,10.99
24,28650,106,47,39.99
25,6448,600,42,19.99
26,32489,605,2,34.99
27,42406,91,28,39.99
28,42198,562,50,24.99
29,42603,569,16,3.19
30,1458,518,4,7.99
31,24038,197,17,44.99
32,29171,47,19,39.99
33,18527,218,41,14.99
34,7195,350,31,149.99
35,21841,7,13,64.99
36,43327,109,37,49.99
37,2750,627,35,99.99
38,41444,431,7,7.99
39,6421,226,16,2.39
40,11366,65,4,39.99
41,35881,226,3,2.99
42,43207,682,25,2.49
43,20002,179,25,8.49
44,42973,678,24,39.99
45,6355,721,33,5.99
46,2076,372,20,12.99
47,39913,700,9,9.99
48,29301,354,20,1.99
49,32009,315,9,3.99
50,37195,444,22,3.99
51,27875,311,40,49.99
52,3739,41,37,2.99
53,18574,285,14,3.99
54,41159,643,34,49.99
55,49703,250,19,4.29
56,46754,282,29,34.99
57,34190,585,43,39.99
58,44044,196,27,5.99
59,22239,60,8,39.99
60,34985,327,33,79.99
61,47194,474,5,24.99
62,43652,278,24,49.99
63,48088,791,12,4.99
64,26520,506,23,1.89
65,35661,411,1,15.99
66,48932,352,27,4.29
67,20945,531,29,29.99
68,7390,278,47,22.99
69,25486,567,3,6.49
70,3041,139,38,34.99
71,34780,732,14,10.99
72,4951,758,16,4.99
73,22251,294,4,109.99
74,7665,748,3,19.99
75,3619,530,26,3.49
76,29530,113,11,39.99
77,47789,756,18,24.99
78,7247,735,28,29.99
79,18614,410,39,4.29
80,10743,517,6,16.99
81,4926,673,28,14.99
82,44278,307,19,49.99
83,34402,80,33,6.49
84,7074,232,39,6.49
85,25299,277,26,3.49
86,29542,682,36,4.49
87,30925,406,38,3.99
88,36082,256,2,19.99
89,32020,302,39,2.49
90,38151,621,14,12.99
91,49772,734,40,4.49
92,28760,2,24,39.99
93,32486,474,24,39.99
94,3325,612,37,58.99
95,2531,783,26,7.49
96,13437,488,33,69.99
97,9540,577,5,14.99
98,11339,21,41,3.49
99,44524,266,6,29.99
100,27045,231,12,4.49
101,25319,123,24,109.99
102,19718,483,47,5.99
103,2072,422,50,3.89
104,24080,303,30,89.99
105,14499,393,43,54.99
106,10989,37,27,4.29
107,33988,416,22,24.99
108,10396,123,17,59.99
109,12836,690,5,89.99
110,13775,583,6,99.99
111,28293,365,29,29.99
112,6143,597,16,34.99
113,28951,561,39,12.99
114,33204,358,19,2.99
115,36568,419,13,6.99
116,21691,623,34,3.99
117,46675,29,11,3.29
118,47222,27,12,4.99
119,15879,605,18,2.99
120,37871,118,22,22.99
121,3667,52,37,3.99
122,7514,537,49,4.49
123,43945,327,22,2.99
124,37935,550,41,24.99
125,31883,539,45,2.99
126,46627,495,11,19.99
127,15465,491,30,2.99
128,32209,565,18,6.49
129,19086,423,33,12.99
130,30784,321,13,22.99
131,2217,405,41,4.29
132,39510,78,24,349.99
133,43749,591,44,4.49
134,11131,279,29,2.99
135,44355,144,16,4.79
136,9496,799,13,39.99
137,36555,749,32,22.99
138,30638,34,20,89.99
139,12186,155,17,3.49
140,46863,305,9,1.99
141,44742,126,40,5.99
142,43797,681,26,2.59
143,7633,227,42,39.99
144,9983,637,12,2.99
145,29761,755,11,3.29
146,25285,87,29,2.49
147,46347,718,38,2.99
148,43152,762,41,4.99
149,34393,438,12,34.99
150,20341,464,9,3.69
151,33778,111,21,8.49
152,22694,626,26,1.79
153,37466,307,2,14.99
154,21930,708,26,6.49
155,46209,253,26,58.99
156,5115,738,29,15.99
157,2642,184,23,39.99
158,17886,364,34,59.99
159,40899,720,44,4.49
160,43036,300,4,3.79
161,31701,573,46,24.99
162,36069,209,7,6.49
163,47774,415,32,4.99
164,11289,166,23,39.99
165,12973,636,10,5.49
166,18112,48,33,2.99
167,12132,331,45,22.99
168,13866,627,45,3.29
169,8617,87,25,3.99
170,22129,290,45,4.99
171,12789,435,33,10.99
172,17103,535,49,9.99
173,47179,105,2,199.99
174,47859,715,43,24.99
175,5553,744,28,8.99
176,13279,794,4,12.99
177,42036,741,10,6.29
178,36252,427,46,2.49
179,48756,154,33,49.99
180,9186,430,27,4.59
181,26203,727,9,49.99
182,33144,429,30,10.99
183,10123,57,25,14.99
184,40700,122,38,5.99
185,15196,34,35,9.99
186,37034,150,48,2.99
187,44916,350,45,3.29
188,28432,628,49,49.99
189,31046,395,4,34.99
190,41934,594,29,29.99
191,1638,586,39,3.99
192,28423,320,9,4.29
193,10248,604,10,24.99
194,45302,525,16,3.49
195,33014,381,6,24.99
196,48799,212,25,69.99
197,16796,443,32,39.99
198,24134,772,27,2.49
199,17538,13,6,4.29
200,31484,669,47,4.99
201,3161,707,25,49.99
202,32837,386,41,2.49
203,24888,450,11,26.99
204,44601,140,1,4.59
205,3222,690,33,49.99
206,33732,198,26,4.49
207,7008,651,3,39.99
208,41098,162,18,8.99
209,28816,374,6,4.99
210,9997,696,8,3.99
211,20629,158,22,3.49
212,5773,622,48,4.99
213,4303,164,34,2.99
214,8384,566,14,2.49
215,45081,10,34,59.99
216,47787,88,10,7.99
217,24081,298,39,149.99
218,46361,25,22,69.99
219,37527,579,21,8.49
220,23882,388,43,29.99
221,12540,552,30,18.99
222,90,36,36,1.99
223,6435,420,32,19.99
224,4966,507,48,89.99
225,4448,621,1,3.99
226,45301,620,22,39.99
227,2013,101,24,39
228,32738,388,20,9.99
229,1258,547,42,3.99
230,35198,754,9,24.99
231,32203,525,15,14.99
232,23017,21,29,24.99
233,4600,258,45,69.99
234,18209,433,24,1.99
235,41208,572,40,69.99
236,35688,314,9,6.49
237,17717,615,35,69.99
238,30845,551,34,3.79
239,47162,35,7,129.99
240,22977,202,29,22.99
241,37106,430,47,89
242,34096,13,37,2.99
243,47539,469,42,3.99
244,45283,775,14,2.79
245,5642,332,45,8.99
246,18859,218,39,1.29
247,35244,214,9,4.99
248,27115,193,24,29.99
249,45274,63,29,69.99
250,12642,457,35,19.99
251,17189,705,9,34.99
252,15645,228,6,19.99
253,38676,405,17,3.99
254,22254,173,7,2.49
255,44181,450,24,2.99
256,41155,142,33,3.49
257,33924,715,22,15.99
258,844,646,1,12.99
259,21168,375,23,4.49
260,49576,182,27,29.99
261,44756,360,15,49.99
262,24583,683,50,2.79
263,16962,570,3,19.99
264,32397,759,1,99.99
265,3371,202,17,9.99
266,12607,569,10,19.99
267,3867,769,4,39.99
268,24434,16,25,3.99
269,15434,85,13,7.49
270,44606,788,12,15.99
271,18825,240,5,24.99
272,6196,456,30,4.19
273,11109,595,32,4.99
274,13686,61,50,3.99
275,38483,641,26,8.99
276,20059,596,47,39.99
277,35361,649,41,3.49
278,21797,383,41,5.49
279,12550,506,17,49.99
280,31374,345,36,39.99
281,47731,732,31,19.99
282,24448,154,19,19.99
283,19448,542,1,8.99
284,31141,651,49,2.49
285,42156,569,22,5.49
286,28013,411,49,5.49
287,31800,142,49,1.89
288,18000,582,10,2.99
