id_detail,id_order,id_product,amount,unit_price
1,38964,649,11,3.49
2,21587,625,22,34.99
3,15658,706,35,4.99
4,3190,197,11,49.99
5,5589,797,22,2.99
6,48694,757,13,1.29
7,48967,250,26,39.99
8,26622,739,33,5.49
9,23502,67,16,3.49
10,1373,782,37,29.99
11,15748,281,29,14.99
12,33356,60,26,59.99
13,11691,662,32,3.29
14,13909,330,48,19.99
15,9936,503,4,22.99
16,24801,532,13,25
17,31526,652,23,4.49
18,5490,515,50,3.29
19,7394,526,38,39.99
20,25548,332,28,3.99
21,32684,463,9,169.99
22,24666,343,47,49.99
23,20471,223,12,3.29
24,46104,336,28,5.99
25,24953,551,20,29.99
26,44915,323,28,1.79
27,6032,192,37,3.29
28,18430,533,19,99.99
29,22283,419,27,199.99
30,12766,77,47,3.79
31,4374,195,48,34.99
32,37569,131,28,19.99
33,27222,411,50,4.99
34,13273,194,42,6.99
35,23883,235,23,149.99
36,46685,764,49,5.99
37,31774,351,25,39.99
38,9206,519,19,1.69
39,19155,280,50,29.99
40,21345,72,2,4.19
41,43279,241,21,89.99
42,25005,562,25,14.99
43,20709,258,29,15.99
44,31446,525,50,3.79
45,204,266,27,29.99
46,23320,82,40,14.99
47,27798,693,36,11.99
48,8320,225,47,34.99
49,2436,705,36,24.99
50,11226,553,37,1.99
51,43052,431,6,39.99
52,22978,327,34,14.99
53,47581,64,4,19.99
54,5507,783,47,18.99
55,41542,248,10,5.99
56,9715,8,42,19.99
57,26502,233,27,29.99
58,33870,573,50,8.99
59,42545,268,41,199.99
60,37497,424,48,2.49
61,26326,780,6,3.69
62,11118,189,45,1.5
63,29572,652,10,1.89
64,17036,555,40,14.99
65,44033,71,27,6.29
66,3646,92,9,34.99
67,3048,505,31,10.99
68,48583,752,25,29.99
69,13853,427,5,3.29
70,48644,143,44,29.99
71,40931,75,6,2.99
72,21467,772,49,25.99
73,7135,231,38,44.99
74,26655,635,34,2.59
75,34675,568,35,3.59
76,19322,715,1,4.29
77,46777,770,15,8.99
78,12199,426,34,2.29
79,19239,376,18,4.99
80,588,660,19,2.5
81,4104,365,44,19.99
82,16466,154,7,0.79
83,9388,23,29,14.99
84,39755,454,22,59.99
85,47081,791,5,54.99
86,42574,663,22,45
87,10545,543,33,5.49
88,4329,470,36,8.99
89,42991,104,21,24.99
90,48988,543,44,22.99
91,20083,357,21,39.99
92,10714,130,16,34.99
93,16023,249,39,2.49
94,4869,251,7,3.99
95,4556,421,45,24.99
96,3109,158,37,22.99
97,4283,324,43,6.99
98,18940,160,19,24.99
99,20898,352,28,1.99
100,31649,737,36,24.99
101,15649,703,46,99.99
102,17132,424,27,3.29
103,28673,179,27,2.99
104,47226,303,33,4.99
105,4251,798,32,29.99
106,43595,763,22,2.99
107,31162,777,7,25.99
108,16251,267,25,29.99
109,48424,394,35,39.99
110,24886,614,23,2.99
111,55,251,45,29.99
112,36542,548,48,3.99
113,40874,57,6,49.99
114,13241,699,29,22.99
115,43488,393,15,4.89
116,21343,717,34,3.29
117,6144,148,17,49.99
118,8346,475,38,3.99
119,39639,372,32,5.49
120,22556,206,28,4.49
121,20687,275,11,12.99
122,3726,740,18,2.09
123,29031,368,50,3.29
124,5344,514,5,7.49
125,24001,299,47,19.99
126,14726,208,38,4.29
127,46502,406,23,1.99
128,8710,225,34,10.99
129,20383,199,9,4.79
130,48240,329,29,15.99
131,26829,17,8,29.99
132,12940,384,5,8.99
133,49648,591,9,9.99
134,1369,388,48,3.29
135,23874,610,30,39.99
136,17165,194,10,29.99
137,44196,512,28,24.99
138,27563,340,46,4.99
139,16783,659,19,29.99
140,18177,261,24,89.99
141,4114,791,46,49.99
142,25448,494,16,4.59
143,4198,726,18,29.99
144,44008,190,40,29.99
145,18368,286,9,4.09
146,4563,799,25,5.99
147,11506,355,28,29.99
148,6843,18,8,59.99
149,33365,702,7,49.99
150,10538,74,28,1.99
151,13525,734,5,39.99
152,4606,302,26,3.99
153,17228,28,34,3.29
154,39517,143,31,19.99
155,4146,766,48,39.99
156,30397,304,21,7.99
157,34971,475,16,39.99
158,27730,166,17,12.99
159,24827,84,10,24.99
160,33240,713,27,4.79
161,3517,706,12,19.99
162,44157,137,31,29.99
163,25747,538,50,6.49
164,49538,646,43,1.99
165,5168,369,45,3.49
166,23962,528,23,6.29
167,29128,779,21,3.99
168,12381,157,47,12.99
169,24967,64,43,2.49
170,31393,78,18,5.99
171,13953,487,40,9.99
172,2759,334,32,22.99
173,6691,561,14,24.99
174,49021,402,27,2.5
175,13880,764,32,39.99
176,27416,594,26,49.99
177,41828,286,14,3.99
178,33646,151,2,7.99
179,25504,53,26,3.99
180,19850,85,41,149.99
181,1776,358,22,15.99
182,11774,720,8,359.99
183,27570,257,44,34.99
184,17657,120,14,3.29
185,2676,137,19,2.99
186,45756,250,39,24.99
187,27971,379,20,14.99
188,41839,387,39,3.79
189,5812,687,31,19.99
190,9581,532,32,79.99
191,25930,448,41,4.49
192,23711,492,43,19.99
193,46713,205,2,5.49
194,33567,629,27,29.99
195,46847,80,35,14.99
196,22583,743,45,2.49
197,48318,326,39,2.49
198,11692,364,44,3.99
199,24581,269,6,34.99
200,13652,319,3,24.99
201,17706,645,9,29.99
202,19027,585,48,6.29
203,29197,103,29,8.99
204,46487,557,28,2.89
205,13209,691,27,22.99
206,39397,202,8,22.99
207,9635,52,9,39.99
208,33976,650,1,22.99
209,24749,661,33,49.99
210,13720,576,2,29.99
211,32952,197,1,4.99
212,39120,675,36,8.99
213,18061,620,28,12.99
214,13532,731,48,2.49
215,15656,778,50,59.99
216,17538,235,28,1.99
217,37228,428,34,359.99
218,39269,603,12,1.29
219,49491,299,48,199.99
220,22905,140,36,79.99
221,4638,81,2,22.99
222,1423,489,21,34.99
223,34249,606,12,2.49
224,18447,97,18,39.99
225,27337,757,17,24.99
226,20195,692,38,49.95
227,18677,459,27,18.99
228,34914,645,40,24.99
229,28300,308,7,6.29
230,8729,589,4,14.99
231,24597,445,23,34.99
232,47079,181,11,3.99
233,5691,667,12,24.99
234,37507,59,33,24.99
235,40380,765,13,69.99
236,13719,669,31,79.99
237,4607,348,35,3.99
238,25252,565,15,4.49
239,44272,259,19,3.79
240,32976,189,2,3.29
241,48964,579,20,2.49
242,2083,126,24,10.99
243,32717,460,26,29.99
244,8531,790,8,4.99
245,21646,742,30,9.99
246,14261,163,44,3.59
247,36665,766,1,34.99
248,25474,525,29,1.99
249,864,634,31,5.99
250,23818,269,49,7.99
251,30425,777,43,12.99
252,5128,567,44,3.99
253,4654,765,16,3.49
254,44712,402,7,1.99
255,13729,311,46,4.29
256,45798,605,26,29.99
257,3867,761,47,12.99
258,28096,395,15,4.59
259,9209,789,2,4.99
260,38021,527,41,9.99
261,42862,164,12,12.99
262,8006,640,10,34.99
263,43712,773,26,34.99
264,10392,500,31,129.99
265,38419,561,27,2.29
266,14395,426,9,19.99
267,2380,360,15,5.49
268,28283,581,22,3.49
269,22917,583,50,7.99
270,18925,437,46,79.99
271,28416,424,4,59.99
272,19748,372,30,1.99
