id_detail,id_order,id_product,amount,unit_price
1,19205,233,5,14.99
2,41670,666,21,4.99
3,23406,244,15,99.99
4,27302,114,2,3.49
5,36042,762,38,6.99
6,2317,456,3,19.99
7,23001,176,45,49.99
8,13573,223,37,4.99
9,41669,187,34,109.99
10,16086,354,22,2.99
11,19334,609,34,24.99
12,31907,116,40,15.99
13,2899,38,44,5.99
14,46087,279,16,29.99
15,37945,356,47,3.99
16,14926,78,4,39.99
17,3779,378,37,3.99
18,5309,365,1,1.29
19,3098,106,20,7.99
20,41011,623,3,29.99
21,17621,600,9,22.99
22,24258,278,36,29.99
23,1951,474,27,19.99
24,5795,140,21,29.99
25,44767,347,24,3.29
26,14361,181,8,22.99
27,9434,235,26,5.99
28,31921,440,4,3.79
29,814,734,27,3.99
30,29457,305,29,69.99
31,32508,33,32,199.99
32,18564,280,35,3.29
33,19072,437,40,12.99
34,44893,680,47,1.99
35,6960,266,18,4.99
36,2953,725,6,4.99
37,10181,696,14,19.99
38,812,474,12,4.99
39,38317,101,1,149.99
40,49453,97,28,29.99
41,37907,308,15,19.99
42,38404,595,25,3.79
43,35372,596,4,3.29
44,34523,98,44,24.99
45,1147,172,46,3.29
46,6575,83,24,4.99
47,38328,779,18,399.99
48,23453,678,48,5.99
49,46059,670,36,29.99
50,39579,378,21,4.49
51,30188,556,36,5.99
52,49625,183,21,12.99
53,38759,364,48,5.49
54,21569,674,19,1.99
55,43755,581,20,89.99
56,45203,617,17,3.99
57,4305,648,29,2.79
58,6466,143,38,14.99
59,35198,38,8,2.99
60,26777,691,44,5.99
61,26337,105,11,6.99
62,413,180,11,69.99
63,12381,451,29,19.99
64,1122,333,27,169.99
65,6664,749,5,19.99
66,35045,23,29,19.99
67,21864,2,25,1.89
68,1070,451,9,2.99
69,48105,101,21,7.99
70,3016,509,22,5.49
71,27312,420,25,34.99
72,10533,50,9,18.99
73,43679,773,46,19.99
74,23564,18,34,1.99
75,6292,171,30,2.89
76,6892,600,46,79.99
77,30511,367,25,29.99
78,668,784,22,4.29
79,44697,419,14,3.49
80,41153,56,25,19.99
81,12297,619,9,2.79
82,383,33,34,2.99
83,28557,680,35,2.99
84,31916,735,26,3.29
85,10868,565,5,2.49
86,27509,615,4,3.79
87,38082,739,26,39.99
88,27510,128,24,99.99
89,37539,94,13,5.99
90,49077,580,6,15.99
91,5138,394,49,49.99
92,8024,698,42,3.99
93,14331,496,27,3.29
94,37332,671,42,12.99
95,15754,293,33,24.99
96,45275,259,29,14.99
97,48069,628,29,39.99
98,22670,293,34,3.99
99,10481,405,3,1.99
100,2431,314,17,19.99
101,44707,738,23,2.99
102,2714,646,27,3.49
103,15220,684,36,4.49
104,37556,22,1,3.49
105,44384,750,11,2.69
106,41945,10,44,4.99
107,5940,101,13,9.99
108,29313,34,1,3.49
109,21657,201,50,5.49
110,9033,752,20,22.99
111,48505,199,47,4.99
112,23470,55,9,3.49
113,34738,13,2,29.99
114,8487,41,44,3.29
115,41844,116,29,9.99
116,14868,159,39,34.99
117,28867,621,9,29.99
118,38903,225,32,59.99
119,8520,221,47,3.49
120,36045,159,11,39.99
121,8085,292,23,3.99
122,32665,85,22,2.99
123,47817,433,23,3.49
124,16716,437,18,4.59
125,17117,174,13,34.99
126,2283,61,36,129.99
127,32031,319,36,27.99
128,4541,563,38,3.49
129,21341,682,10,14.99
130,39688,452,24,34.99
131,48968,175,46,49.99
132,27264,55,46,8.99
133,41153,66,42,39.99
134,8191,565,19,2.49
135,38844,394,32,3.49
136,17279,416,41,89.99
137,11530,100,44,10.99
138,25896,520,32,24.99
139,26418,798,4,5.49
140,32050,597,28,4.79
141,28631,208,48,3.49
