id_detail,id_order,id_product,amount,unit_price
1,38579,361,27,139.99
2,2264,574,37,10.99
3,44746,124,19,49.99
4,27158,103,11,9.99
5,18289,122,8,199.99
6,4085,649,50,3.99
7,28578,394,2,39.99
8,44735,54,42,2.49
9,13507,168,7,2.49
10,40139,389,5,2.89
11,34400,314,15,39.99
12,32680,192,13,12.99
13,32288,750,30,6.49
14,8636,757,29,29.99
15,47686,780,41,3.29
16,31327,349,13,39.99
17,35243,670,3,2.99
18,9326,401,1,5.99
19,10219,292,48,34.99
20,26783,595,14,49.99
21,34472,421,17,27.99
22,19035,359,8,2.99
23,28463,697,41,2.49
24,46981,79,29,3.99
25,21181,564,11,24.99
26,22548,91,41,14.99
27,26391,201,6,4.99
28,35234,642,47,39.99
29,15492,265,37,4.29
30,9901,675,39,3.99
31,31323,488,21,22.99
32,38676,248,39,39.99
33,41089,14,43,49.99
34,2599,121,4,4.99
35,28352,507,7,5.49
36,7818,538,3,3.29
37,43281,191,33,2.49
38,213,547,15,39.99
39,32197,346,15,22.99
40,20723,487,48,5.29
41,40251,664,5,2.99
42,12737,676,25,8.49
43,44090,275,11,3.99
44,48798,674,15,24.99
45,45696,113,41,19.99
46,28414,46,25,69.99
47,16703,708,45,79.99
48,1271,427,37,3.29
49,47101,176,34,2.99
50,37908,77,39,2.49
51,13336,155,31,99.99
52,32269,225,19,119.99
53,22916,430,32,34.99
54,23882,51,45,79.99
55,37030,556,36,24.99
56,15841,129,47,5.49
57,30586,414,48,3.99
58,4755,366,33,29.99
59,49538,310,36,12.99
60,19537,488,29,4.19
61,11448,160,46,1.99
62,44487,10,28,2.99
63,20365,191,49,6.49
64,31488,438,31,129.99
65,46008,539,22,1.49
66,14798,624,45,9.99
67,2940,797,14,18.99
68,25974,379,37,2.99
69,36952,442,28,109.99
70,11137,183,40,3.49
71,23941,711,7,3.49
72,44898,166,21,14.99
73,33529,265,31,12.99
74,30981,87,30,22.99
75,27653,57,16,2.49
76,25973,757,12,1.99
77,15786,9,11,9.99
78,44144,21,23,24.99
79,30976,700,8,3.39
80,47248,3,42,4.29
81,10020,697,7,4.49
82,25026,666,1,3.79
83,1818,400,30,12.99
84,14871,10,28,3.99
85,45946,46,18,3.79
86,49737,80,24,10.99
87,17047,773,18,2.99
88,48233,560,41,14.99
89,15517,505,24,14.99
90,43722,481,33,3.29
91,29787,281,34,129.99
92,27640,416,41,19.99
93,18218,688,40,3.49
94,48929,239,44,12.99
95,18456,60,8,49.99
96,26060,386,6,89.99
97,7283,587,37,2.19
98,17750,2,5,3.29
99,43036,453,32,59.99
100,11066,362,29,39.99
101,23427,633,19,4.99
102,34044,416,13,4.99
103,11605,512,42,89.99
104,46571,270,10,15.99
105,48006,11,3,199.99
106,1972,121,49,1.89
107,45229,575,13,59.99
108,17547,127,1,5.99
109,9894,540,34,4.99
110,44991,691,27,8.49
111,20491,277,35,3.99
112,4812,225,8,4.49
113,21065,15,27,1.89
114,14627,73,9,5.99
115,29896,769,4,39.99
116,18113,600,43,3.99
117,44996,92,19,39.99
118,13861,502,40,29.99
119,2460,38,19,3.29
120,5285,506,42,199.99
121,15286,495,43,3.99
122,13710,474,33,2.49
123,35766,430,35,4.99
124,34914,565,30,9.99
125,20984,184,47,5.29
126,44485,552,30,19.99
127,34797,589,47,2.99
128,14186,764,1,299.99
129,34447,236,25,39.99
130,30736,449,38,34.99
131,48398,93,4,1.79
132,44472,568,34,59.99
133,42025,311,5,4.99
134,22185,728,20,89.99
135,48042,629,46,5.99
136,37056,71,37,3.49
137,5926,268,39,14.99
138,48941,749,32,5.49
139,39597,150,49,34.99
140,45619,176,17,4.29
141,15148,293,28,89.99
142,31266,692,27,4.49
143,41249,637,37,5.79
144,32252,254,1,29.99
145,36297,29,28,7.19
146,8678,331,19,149.99
147,40328,153,5,29.99
148,47901,374,15,89.99
149,44917,454,42,49.95
150,22471,696,36,4.99
151,15026,71,6,29.99
152,30967,368,1,2.89
153,269,565,47,3.99
154,24279,129,17,3.39
155,26887,729,36,29.99
156,21765,321,4,4.99
157,16427,646,11,3.49
158,568,425,35,79.99
159,17384,145,5,15.99
160,12515,728,41,59.99
161,21904,129,9,15.99
162,13094,139,24,3.79
163,37139,319,12,25.99
164,30387,115,40,99.99
165,12636,342,50,12.99
166,1124,324,24,89
167,21928,718,5,7.99
168,16513,600,46,3.49
169,3506,636,31,3.49
170,40236,226,13,129.99
171,42748,126,45,3.29
172,8612,530,28,59.99
173,15046,209,48,199
174,6892,665,22,199.99
175,2695,42,5,3.99
176,35680,702,29,29.99
177,22473,134,34,14.99
178,24209,179,27,7.99
179,7768,600,21,29.99
180,9685,381,35,0.99
181,21735,675,43,12.99
182,7595,769,12,15.99
183,43893,136,33,29.99
184,49534,189,31,3.99
185,13048,478,18,89.99
186,24609,401,48,4.49
187,9444,421,33,4.99
188,8820,65,30,1.29
189,33144,472,26,29.99
190,29218,242,26,24.99
191,48123,705,31,3.29
192,21040,111,20,39.99
193,49139,451,1,8.99
194,5882,320,12,2.89
195,37644,109,46,24.99
196,36513,592,26,12.99
197,2094,398,16,34.99
198,22655,140,6,9.99
199,19644,697,30,3.99
200,47381,145,23,59.99
201,27992,797,24,14.99
202,26374,247,48,24.99
203,28963,16,4,49.99
204,25823,461,15,12.99
205,9169,745,20,18.99
206,19318,257,50,15.99
207,27594,790,30,19.99
208,40562,35,23,4.99
209,13425,171,17,44.99
210,40276,348,40,34.99
211,3906,92,33,24.99
212,28793,775,33,8.99
213,41051,143,29,1.49
214,9020,788,45,24.99
215,23549,279,41,9.49
216,44605,499,37,34.99
217,42524,107,16,2.99
218,49826,306,13,4.99
219,40381,182,27,249.99
220,43003,130,16,3.59
221,109,380,37,3.79
222,11711,149,19,199.99
223,9902,507,7,22.99
224,14889,325,3,4.99
225,35160,692,11,8.99
226,1036,763,44,3.29
227,6244,491,20,5.99
228,30875,587,35,29.99
229,4507,337,46,6.99
230,47262,344,45,3.49
231,22625,528,25,3.49
232,33006,565,17,7.49
233,43987,396,48,3.29
234,9089,706,28,3.5
235,25055,798,21,99.99
236,38648,740,10,10.99
237,28046,275,34,1.99
238,44411,692,40,49.99
239,26490,193,33,1.29
240,30903,12,36,5.99
241,44371,583,29,2.49
242,35922,362,41,2.99
243,25302,203,46,39.99
244,7975,130,30,6.99
245,18139,677,24,59.99
246,47969,47,44,2.99
247,26844,384,39,20.99
248,21663,108,27,4.99
249,21100,315,12,9.99
250,33651,476,31,10.99
251,22491,704,13,2.59
252,38127,466,22,1.29
253,3939,794,22,299.99
254,4517,669,22,39.99
255,33267,587,45,2.99
256,30443,228,43,2.99
257,6608,534,23,2.99
258,2823,95,19,19.99
259,39692,567,44,49.99
260,30039,503,38,8.99
261,28473,49,21,5.99
262,43776,702,5,39.99
263,24298,724,40,5.99
264,39925,416,48,8.99
265,21254,529,5,1.5
266,17055,621,11,7.99
267,16279,601,9,3.79
268,42587,517,42,3.49
269,18867,126,42,39.99
270,42878,203,18,2.59
271,6663,216,28,5.49
272,7687,340,33,9.99
273,47840,654,29,29.99
274,38183,276,25,19.99
275,12884,522,4,4.99
276,22138,312,25,24.99
277,26276,139,22,15.99
278,44538,364,8,2.99
279,45002,118,14,3.59
280,2171,591,16,3.49
281,18558,469,21,7.49
282,37127,552,19,59.99
283,37193,501,34,34.99
284,25439,261,5,4.99
285,25726,155,24,24.99
286,22788,599,31,49.99
287,42814,262,13,39.99
288,17645,579,15,12.99
289,44948,160,29,49.99
290,4739,487,38,4.99
291,21628,221,22,8.99
292,33115,582,44,34.99
293,23128,755,39,3.99
294,44525,764,9,45
295,33459,527,17,12.99
296,28521,80,26,2.99
297,20356,252,46,149.99
298,28359,797,32,12.99
299,39119,544,43,39.99
300,48837,87,44,4.99
301,10056,742,30,3.29
302,6053,140,39,24.99
303,47469,78,29,10.99
304,32632,429,5,2.49
305,887,351,49,19.99
306,19718,714,47,19.99
307,34677,116,31,34.99
308,35959,50,42,4.99
309,3171,706,19,39.99
310,48103,231,8,4.99
311,28980,268,43,4.99
312,6217,241,31,3.99
313,39344,108,28,49.99
314,9429,795,43,4.49
315,19806,675,20,34.99
316,46779,629,17,22.99
317,25034,798,32,3.99
318,38540,10,3,89.99
319,13707,460,26,12.99
320,8876,521,29,4.49
321,11722,328,32,99.99
322,9915,365,18,3.79
323,28894,569,36,34.99
324,21391,117,20,1.99
325,46078,207,48,24.99
326,20588,507,50,69.99
327,44975,208,35,2.99
328,11533,205,29,49.99
329,37995,643,43,2.49
330,30820,249,17,29.99
331,42147,364,11,4.49
332,48196,445,38,1.99
333,41757,43,42,12.99
334,48487,377,45,24.99
335,46197,634,43,6.49
336,30105,510,4,6.99
337,42544,471,46,3.49
338,8437,179,39,19.99
339,7863,516,28,24.99
340,28732,516,35,4.29
341,49158,278,40,29.99
342,45249,301,16,34.99
343,9750,782,12,5.49
344,15335,489,5,44.99
345,13716,442,9,49.99
346,32961,384,21,5.99
347,6910,261,15,89.99
348,37899,185,27,29.99
349,42294,266,41,29.99
350,29760,73,30,4.99
351,3288,713,13,119.99
352,403,18,21,19.99
353,1715,231,9,49.99
354,39836,269,22,139.99
355,18518,93,32,19.99
356,17511,447,42,24.99
357,26021,245,49,29.99
358,49183,763,28,39.99
359,15664,148,48,1.29
360,26703,495,4,14.99
361,42634,650,9,2.49
362,14093,694,1,89.99
363,5082,795,15,29.99
364,17454,356,10,22.99
365,33720,123,3,19.99
366,27868,730,28,24.99
367,47630,463,6,2.99
368,9663,117,44,4.99
369,18451,537,29,109.99
370,25018,178,42,3.49
371,25317,675,10,79.99
372,16202,286,11,7.99
373,44646,191,18,18.99
374,41371,179,18,149.99
375,30538,571,4,49.99
376,4227,206,49,24.99
377,3852,796,41,4.99
378,1693,678,15,2.99
379,33321,340,28,39.99
380,4609,381,6,5.99
381,10696,626,47,3.99
382,2948,230,24,2.99
383,23516,66,10,4.99
384,29271,411,40,89.99
385,22162,417,32,12.99
386,20682,701,41,109.99
387,32610,415,13,2.79
388,46942,116,46,299.99
389,22760,82,20,3.99
390,13310,461,1,12.99
391,39904,496,26,29.99
392,38796,47,4,6.49
393,36297,267,23,2.99
394,41699,662,25,39.99
395,41794,569,16,24.99
396,16176,84,30,2.29
397,5483,604,15,79.99
398,48507,557,50,19.99
399,25897,365,21,4.29
400,30071,738,42,15.99
401,31329,275,19,3.99
402,946,464,36,59.99
403,25587,793,29,1.79
404,8205,692,42,24.99
405,11416,675,43,3.39
406,29779,387,22,4.99
407,9481,113,15,89.99
408,20366,476,46,24.99
409,47315,540,31,12.99
410,43565,305,3,59.99
411,5060,147,16,14.99
412,49061,613,4,4.99
413,11306,432,30,3.79
414,24891,672,50,89.99
415,18367,535,12,4.99
416,15757,641,2,89.99
417,22967,696,14,149.99
418,12444,308,34,34.99
419,1153,522,46,349.99
420,20160,520,17,29.99
421,23159,393,25,24.99
422,20418,443,35,3.59
423,14439,562,8,49.99
424,22406,456,45,69.99
425,27599,67,2,8.99
426,41757,401,29,18.99
427,31729,17,28,199.99
428,25222,651,39,2.49
429,1524,7,49,6.29
430,16000,86,14,2.79
431,10214,576,18,6.99
432,27978,379,28,9.99
433,13905,643,17,3.99
434,24684,742,21,4.99
435,3674,431,36,24.99
436,27405,287,29,3.99
437,16300,57,7,39.99
438,46418,140,5,1.79
439,41708,748,6,34.99
440,16997,739,22,4.99
441,43896,451,12,3.79
442,48549,500,23,4.29
443,4137,386,25,4.49
444,42715,274,4,29.99
445,22539,791,25,49.99
446,28338,800,18,39.99
447,35683,418,31,3.49
448,9880,370,27,99.99
449,28664,415,36,34.99
450,37247,689,17,3.99
451,1922,332,21,5.49
452,20594,751,36,5.49
453,36276,644,37,15.99
454,10148,215,42,2.69
455,28905,793,21,3.69
456,15749,248,8,34.99
457,44963,423,1,69.99
458,34647,716,37,59.99
459,17385,627,6,79.99
460,27072,682,38,4.29
461,27659,528,22,4.19
462,19667,169,9,14.99
463,25842,73,31,2.49
464,12365,541,9,34.99
465,48938,371,35,49.99
466,7473,508,19,7.49
467,34027,186,46,19.99
