id_detail,id_order,id_product,amount,unit_price
1,11564,485,47,4.89
2,46346,163,48,4.29
3,27521,450,18,0.75
4,30266,82,25,99.99
5,23757,161,47,89.99
6,9661,432,13,2.89
7,19617,256,10,4.29
8,7573,335,14,17.99
9,41512,84,48,39.99
10,47740,683,9,5.99
11,30646,105,38,45
12,34120,446,38,29.99
13,47051,756,23,79.99
14,47833,382,37,2.99
15,25415,67,42,79.99
16,47693,186,44,2.49
17,44415,496,23,3.99
18,21934,172,3,19.99
19,2719,525,43,2.49
20,37987,441,7,49.99
21,2552,792,22,29.99
22,24477,380,45,4.99
23,36038,185,37,49.99
24,43957,644,32,24.99
25,5991,159,31,22.99
26,4175,292,15,3.79
27,33428,638,39,29.99
28,2111,89,19,4.29
29,9242,236,21,3.49
30,15114,440,35,22.99
31,34515,541,39,49.99
32,33731,641,25,299.99
33,46748,642,4,2.99
34,3647,54,37,39.99
35,43991,107,27,5.49
36,20526,263,35,3.99
37,34895,219,45,39.99
38,27978,248,41,3.49
39,28034,723,31,19.99
40,26242,46,17,7.49
41,6732,151,28,1.99
42,18084,298,6,29.99
43,35509,347,4,4.99
44,7929,557,27,59.99
45,45780,605,11,2.99
46,3942,496,29,3.49
47,15257,68,26,5.99
48,13693,80,33,79.99
49,11933,158,8,22.99
50,7505,323,44,2.49
51,14252,409,27,22.99
52,10236,725,38,3.99
53,4648,761,32,3.59
54,11606,309,21,3.49
55,15221,508,23,5.99
56,20891,541,35,9.99
57,4178,602,26,18.99
58,45073,48,29,34.99
59,17048,427,27,39.99
60,44211,650,45,2.99
61,42679,211,12,4.49
62,7682,593,45,3.59
63,9900,179,23,14.99
64,8374,559,39,49.95
65,6781,525,10,19.99
66,29835,683,26,12.99
67,33447,700,48,4.49
68,20586,6,14,2.99
69,18106,472,31,34.99
70,48632,233,35,8.49
71,19108,495,12,5.29
72,13869,356,47,3.19
73,8447,570,20,2.49
74,23744,545,28,3.49
75,39144,136,9,19.99
76,7192,329,49,2.49
77,7080,630,16,24.99
78,7988,758,29,4.19
79,43913,392,4,2.5
80,9333,735,10,34.99
81,35357,235,22,3.29
82,35819,721,21,25.99
83,1951,32,10,3.49
84,31188,442,37,29.99
85,5352,486,27,29.99
86,37128,295,48,49.99
87,26461,8,49,199.99
88,9196,252,24,5.49
89,15793,327,44,2.49
90,37710,430,9,1.49
91,20832,386,44,3.99
92,35074,438,3,7.99
93,15135,71,33,2.79
94,22538,633,24,29.99
95,35926,139,11,29.99
96,16069,294,17,6.49
97,39340,555,38,2.99
98,15825,429,48,4.29
99,41705,649,47,19.99
100,35984,518,35,69.99
101,15743,776,18,39.99
102,49641,725,20,59.99
103,711,391,38,3.29
104,49029,648,35,19.99
105,35560,257,10,49.99
106,37002,380,23,4.19
107,19822,272,38,22.99
108,28343,463,46,3.49
109,21334,189,6,2.99
110,46130,534,36,1.49
111,44552,77,34,3.49
112,14462,250,44,3.99
113,12911,610,17,15.99
114,36905,417,33,39.99
115,5686,749,44,2.79
116,46446,133,14,5.99
117,29913,664,18,44.99
118,22899,124,38,2.29
119,10071,55,24,58.99
120,27673,58,31,4.49
121,48849,590,45,4.99
122,16432,77,15,24.99
123,36150,256,26,14.99
124,6463,94,12,18.99
125,30543,35,46,4.29
126,26730,564,27,3.99
127,45231,696,8,59.99
128,3063,660,16,2.49
129,31502,225,3,29.99
130,7437,417,39,6.49
131,47791,646,47,5.99
132,19334,216,40,19.99
133,42847,644,22,24.99
134,37670,303,22,29.99
135,36450,350,25,3.79
136,44284,77,3,3.79
137,34058,670,24,49.99
138,6255,665,49,39.99
139,35710,606,23,22.99
140,16599,368,13,29.99
141,24517,104,10,4.99
142,18506,797,16,199.99
143,23210,260,50,59.99
144,47652,135,5,14.99
145,14969,714,48,34.99
146,40506,397,36,29.99
147,36569,467,30,5.99
148,20855,155,36,49.99
149,7026,36,13,19.99
150,15462,331,47,2.49
151,24268,94,26,34.99
152,49701,625,9,29.99
153,9209,245,27,4.99
154,48825,204,9,3.79
