id_detail,id_order,id_product,amount,unit_price
1,33038,190,24,15.99
2,9962,89,20,6.99
3,26607,202,49,24.99
4,18638,593,44,6.99
5,15737,258,15,24.99
6,17399,137,4,22.99
7,48732,597,45,4.99
8,39473,358,41,3.99
9,22420,328,26,54.99
10,9273,702,40,129.99
11,5433,371,34,24.99
12,17559,116,4,3.59
13,1971,511,4,24.99
14,49890,621,34,4.49
15,15550,329,15,3.29
16,18260,350,4,89.99
17,31954,764,14,6.99
18,46242,784,23,349.99
19,12957,426,20,49.99
20,6367,761,19,49.99
21,18648,547,27,2.49
22,15922,753,13,3.29
23,42641,754,32,79.99
24,21452,126,4,24.99
25,8060,176,17,59.99
26,36662,707,11,4.99
27,20904,93,45,34.99
28,28662,371,28,3.49
29,31692,543,49,12.99
30,3571,759,2,19.99
31,1221,698,6,3.99
32,41421,471,4,2.99
33,17926,256,39,29.99
34,9257,697,13,1.99
35,15619,618,11,34.99
36,30880,289,34,15.99
37,12813,260,20,1.99
38,21379,775,23,1.29
39,12824,525,31,49.99
40,46210,516,16,5.99
41,41229,428,44,5.99
42,3871,306,40,19.99
43,9239,696,49,9.99
44,37089,527,7,5.49
45,1979,677,9,7.99
46,2316,301,48,49.99
47,8956,655,34,3.79
48,39097,143,23,12.99
49,18334,189,21,4.09
50,2437,532,14,2.99
51,7211,534,8,19.99
52,16028,321,45,10.99
53,19036,362,39,2.29
54,18422,553,38,5.99
55,7804,142,14,12.99
56,33789,224,37,3.49
57,34566,79,20,2.99
58,25018,374,38,4.99
59,10062,166,40,2.99
60,43874,797,5,3.49
61,224,338,46,9.99
62,19924,569,10,3.29
63,20515,457,2,89.99
64,22850,489,19,3.49
65,2679,670,41,4.29
66,46017,410,48,4.79
67,1599,438,7,12.99
68,6817,387,15,14.99
69,29602,165,7,5.29
70,30993,356,25,79.99
71,35398,491,27,9.99
72,35747,608,1,18.99
73,8520,568,19,14.99
74,4349,286,19,5.99
75,9434,125,26,14.99
76,29620,35,20,49.99
77,49583,643,20,2.99
78,2575,12,26,2.59
