id_detail,id_order,id_product,amount,unit_price
1,17456,640,35,39.99
2,25939,353,33,3.29
3,20769,237,20,2.49
4,9354,724,45,4.29
5,31300,635,44,19.99
6,39413,492,47,29.99
7,27188,13,19,3.99
8,32503,745,9,2.49
9,17794,235,24,3.29
10,41113,95,27,19.99
11,39966,614,10,24.99
12,34721,626,36,3.99
13,30788,230,36,5.29
14,5869,201,8,5.49
15,42590,440,12,39.99
16,8359,42,38,29.99
17,7686,117,45,14.99
18,25028,254,7,39.99
19,47216,611,11,39.99
20,41298,123,33,89.99
21,46201,259,30,3.69
22,46864,646,3,9.99
23,8338,477,50,49.99
24,39089,690,15,2.49
25,11970,278,3,6.29
26,35716,614,8,169.99
27,34531,32,41,29.99
28,47993,337,15,1.89
29,44462,709,44,29.99
30,28804,563,4,2.99
31,46920,795,31,99.99
32,48711,517,41,1.29
33,14498,556,30,4.99
34,23155,769,12,2.39
35,28927,525,14,3.59
36,17942,3,38,3.59
37,33579,5,24,9.99
38,28861,540,31,49.99
39,16286,156,35,15.99
40,41223,56,2,9.99
41,47006,604,15,2.49
42,31961,526,26,15.99
43,44789,450,26,15.99
44,29068,221,1,5.49
45,35562,386,3,149.99
46,15416,158,47,199.99
47,22732,23,20,1.99
48,6080,593,47,1.99
49,22782,158,47,3.99
50,825,444,1,4.49
51,1137,516,48,19.99
52,33261,264,37,69.99
53,7887,84,7,15.99
54,1400,280,32,1.79
55,13129,146,23,8.99
56,4366,73,13,54.99
57,28455,772,13,19.99
58,28445,726,25,2.59
59,42285,610,27,19.99
60,21817,506,3,15.99
61,28059,704,41,19.99
62,36061,222,27,1.99
63,46613,101,26,12.99
64,28734,380,14,3.99
65,7437,455,33,15.99
66,21605,511,34,4.49
67,38239,72,48,22.99
68,28907,653,28,5.59
69,19558,100,25,2.59
70,36746,206,43,34.99
71,16479,385,30,19.99
72,7648,637,45,12.99
73,24028,245,36,5.99
74,11127,292,16,3.99
75,8387,169,31,24.99
76,20740,229,17,4.99
77,47833,160,5,39.99
78,1459,223,20,1.99
79,42221,52,35,39.99
80,19585,399,3,5.49
81,39279,750,19,12.99
82,17996,670,14,9.99
83,41906,609,7,2.49
84,6344,602,11,4.99
85,30780,91,27,22.99
86,18874,338,36,39.99
87,36729,586,44,29.99
88,15038,452,17,22.99
89,44020,717,8,4.99
90,39243,240,13,4.99
91,26975,87,45,19.99
92,19293,776,17,2.49
93,1432,708,34,12.99
94,29257,454,21,19.99
95,8488,658,11,34.99
96,18171,172,40,89.99
97,44649,136,30,8.49
98,46627,37,12,24.99
99,10397,388,26,2.99
100,15390,798,36,3.99
101,22758,233,8,3.29
102,10671,169,12,19.99
103,26055,694,16,59.99
104,42863,499,29,14.99
105,30679,482,25,4.99
106,6079,780,3,1.79
107,25584,285,9,49.99
108,21671,154,10,49.99
109,11789,777,12,99.99
110,20002,138,32,0.79
111,16608,723,15,79.99
112,926,607,5,8.99
113,36508,599,3,3.99
114,4031,673,13,129.99
115,5673,335,10,34.99
116,8302,235,22,99.99
117,47733,273,39,2.29
118,2493,92,44,8.99
119,19839,135,11,4.19
120,20862,255,23,19.99
121,39618,381,42,12.99
122,1657,494,39,34.99
123,28321,354,38,3.99
124,3134,338,50,34.99
125,39730,99,19,15.99
126,25492,785,35,39.99
127,38919,662,48,30
128,40112,545,11,14.99
129,24112,164,21,24.99
130,18353,227,18,29.99
131,12772,144,14,8.99
132,46516,729,21,29.99
133,28144,152,27,24.99
134,22368,121,47,2.29
135,49492,478,30,3.99
136,27830,364,16,1.99
137,8744,773,17,49.99
138,26056,367,44,149.99
139,38852,573,24,2.99
140,16324,747,25,4.99
141,40933,784,48,3.99
142,47788,430,10,39.99
143,12264,778,12,45.99
144,48787,214,8,3.79
145,45327,275,11,1.99
146,23976,370,16,3.99
147,21743,709,14,3.49
148,11293,489,3,4.49
149,33651,493,36,3.79
150,12770,17,42,8.49
151,29994,365,20,9.99
152,9818,330,31,39.99
153,34774,309,14,2.49
154,24691,427,24,3.99
155,44465,428,17,79.99
156,39282,721,25,34.99
157,35701,58,19,14.99
158,33091,359,34,22
159,11630,491,17,35.99
160,8852,731,23,1.89
161,48352,169,1,4.29
162,28960,576,29,99.99
163,39161,582,9,9.99
164,30855,457,41,14.99
165,7682,734,17,9.99
166,27927,13,33,14.99
167,25727,512,32,2.49
168,43606,493,14,3.49
169,34728,786,15,12.99
170,18967,148,42,3.29
171,44377,211,3,89.99
172,38344,234,30,24.99
173,5702,125,4,14.99
174,43593,676,36,49.99
175,19227,179,48,4.49
176,37539,567,35,1.79
177,8111,136,35,2.49
178,8235,479,41,19.99
179,12229,700,30,2.49
180,3650,615,10,3.79
181,13615,157,19,1.29
182,23232,161,34,899.99
183,26187,196,13,9.99
184,44885,15,8,12.99
185,2332,57,21,4.29
186,25855,482,24,89.99
187,27439,499,38,3.69
188,21788,378,27,159.99
189,23638,787,31,29.99
190,1436,23,27,29.99
191,8539,756,29,4.49
192,48848,378,35,2.29
193,6549,601,32,24.99
194,26073,523,39,5.99
195,36097,124,12,39.99
196,7889,504,4,34.99
197,47439,227,11,69.99
198,45820,583,37,79.99
199,1288,693,1,5.99
200,34096,330,15,3.29
201,29341,167,24,5.49
202,1407,580,28,29.99
203,11834,764,32,1.99
204,1762,121,38,99.99
205,23959,8,7,99.99
206,9977,652,22,4.29
207,9395,338,32,79.99
208,9271,250,8,7.99
209,35318,347,35,19.99
210,30116,66,13,19.99
211,18601,384,2,16.99
212,17011,291,2,19.99
213,23971,598,48,4.89
214,22428,393,23,2.99
