id_detail,id_order,id_product,amount,unit_price
1,35183,281,19,39.99
2,11069,357,42,29.99
3,10923,63,45,4.49
4,49983,375,45,19.99
5,16024,432,1,3.99
6,12157,772,20,3.49
7,38906,361,48,2.99
8,17983,129,11,24.99
9,44359,605,5,5.99
10,9264,574,29,4.49
11,44510,347,19,9.99
12,30447,394,49,199.99
13,43487,451,13,3.59
14,46712,394,40,24.99
15,3727,302,26,0.99
16,29502,180,20,6.99
17,33023,219,9,59.99
18,33449,333,3,8.99
19,48540,674,19,29.99
20,3033,244,25,5.49
21,41130,614,25,4.99
22,5188,783,5,22.99
23,41570,368,23,15.99
24,23485,612,45,7.49
25,43362,719,50,3.49
26,41013,563,45,39
27,35824,632,2,34.99
28,22283,410,10,5.49
29,5800,218,35,4.49
30,11927,414,23,2.49
31,34007,496,15,3.29
32,33212,583,8,1.99
33,37821,26,17,39.99
34,43263,528,44,19.99
35,13608,254,10,5.99
36,19921,388,1,8.99
37,36508,216,35,16.99
38,39444,689,26,4.99
39,181,215,38,3.29
40,47317,722,43,39.99
41,10325,130,19,2.39
42,6266,21,8,5.99
43,4423,251,15,4.29
44,22226,357,22,3.99
45,23536,51,29,64.99
46,25250,628,37,3.49
47,4000,696,15,6.49
48,24117,584,16,12.99
49,27969,569,12,8.49
50,28905,765,12,4.29
51,42423,268,12,3.99
52,21384,408,43,6.99
53,12939,56,4,4.99
54,30742,509,38,3.79
55,11167,800,14,18.99
56,4704,429,10,3.99
57,20144,89,24,19.99
58,48914,610,23,8.99
59,42123,729,42,19.99
60,37575,752,31,2.49
61,21858,63,28,3.99
62,39618,147,9,49.99
63,31252,416,43,1.99
64,21766,314,30,19.99
65,30469,314,45,49.99
66,5255,67,37,4.49
67,6082,337,12,4.99
68,36817,115,13,2.99
69,11420,134,29,29.99
70,21239,395,42,199.99
71,7978,238,1,29.99
72,25009,495,35,9.99
73,27734,336,48,79.99
74,30328,741,47,27.99
75,3698,395,4,10.99
76,4894,401,18,1.29
77,18434,572,35,49.99
78,45164,681,18,34.99
79,17352,387,39,19.99
80,29653,443,16,12.99
81,18758,236,34,2.99
82,28175,556,47,2.99
83,37561,335,37,89.99
84,2313,620,11,3.79
85,45715,157,21,14.99
86,20558,374,49,24.99
87,25719,605,32,3.49
88,27136,716,6,34.99
89,39786,570,8,4.49
90,24688,749,3,2.49
91,38279,621,17,1.99
92,16921,418,34,7.99
93,28832,115,7,14.99
94,5261,445,3,3.99
95,34047,501,46,3.49
96,19695,732,20,2.79
97,33196,302,8,4.49
98,2887,179,29,14.99
99,39984,205,49,2.99
100,603,190,18,4.89
101,12146,189,42,4.99
102,17355,545,31,3.49
103,38866,146,30,29.99
104,11190,388,18,3.49
105,26167,331,35,3.19
106,37133,326,38,49.99
107,8627,646,40,39.99
108,27581,173,6,69.99
109,34120,386,12,8.49
110,8623,22,26,4.29
111,27651,593,49,49.99
112,45886,595,49,22.99
113,28365,570,38,29.99
114,16965,586,2,32.99
115,20872,339,7,22
116,14905,667,45,299.99
117,22069,201,10,4.29
118,23053,375,23,19.99
119,4378,635,10,39.99
120,19503,77,39,49.99
121,11005,786,7,2.79
122,15312,176,39,54.99
123,28694,130,12,4.99
124,22391,181,41,2.29
125,12320,23,43,19.99
126,15091,785,9,29.99
127,34505,739,7,3.99
128,49892,526,46,49.99
129,45778,68,4,34.99
130,30074,669,7,4.59
131,35709,636,27,5.49
132,34306,642,25,79.99
133,12816,17,46,3.59
134,8046,705,9,4.29
135,23289,559,47,34.99
136,41651,659,18,1.29
137,17436,784,30,19.99
