id_detail,id_order,id_product,amount,unit_price
1,18136,541,22,6.99
2,40351,550,10,2.49
3,1604,689,40,3.99
4,28024,504,30,6.99
5,32445,698,12,5.79
6,49624,255,5,3.79
7,35500,400,20,34.99
8,23179,486,47,3.19
9,4751,541,42,34.99
10,16750,159,35,2.49
11,25496,617,7,199.99
12,26313,342,26,3.99
13,15092,399,10,4.29
14,40555,298,24,4.99
15,9895,154,32,4.29
16,35016,345,10,2.49
17,14458,456,40,39.99
18,13038,685,37,54.99
19,16774,213,49,1.99
20,36335,134,13,1.99
21,34033,220,32,5.49
22,34734,408,22,1.99
23,3146,504,41,15.99
24,8928,64,34,59.99
25,20829,617,23,29.99
26,11190,71,10,99.99
27,14373,541,24,2.99
28,27167,521,32,4.49
29,3110,456,20,199.99
30,21217,253,25,59.99
31,36166,60,4,45.99
32,20006,376,41,14.99
33,30293,251,43,3.49
34,1672,181,10,49.99
35,38554,773,31,59.99
36,7243,580,2,18.99
37,8797,45,32,249.99
38,23586,470,28,79.99
39,48240,447,11,15.99
40,25118,224,26,2.49
41,28626,289,25,10.99
42,36118,550,15,24.99
43,30945,308,36,3.29
44,46945,366,15,5.49
45,19066,297,49,7.99
46,40394,235,37,1.99
47,22055,395,31,12.99
48,32265,125,21,19.99
49,10557,664,13,69.99
50,14905,317,50,4.19
51,10448,403,48,24.99
52,19140,570,21,3.99
53,30742,468,25,3.29
54,42937,178,34,9.99
55,16734,602,32,6.99
56,10229,109,25,79.99
57,45104,4,37,49.99
58,10717,518,35,10.99
59,28296,589,23,4.49
60,20384,455,28,15.99
61,20027,88,36,4.29
62,46312,355,11,19.99
63,43137,322,46,49.99
64,49495,435,13,19.99
65,6641,135,46,1.99
66,20437,559,11,22.99
67,44905,699,5,14.99
68,32883,708,21,2.49
69,18928,458,5,18.99
70,15910,126,30,12.99
71,23166,35,5,29.99
72,9331,140,28,249.99
73,24406,124,6,1.5
74,9408,611,23,19.99
75,12623,508,30,39.99
76,46754,377,10,5.99
77,23573,51,22,14.99
78,18182,669,25,19.99
79,5607,525,47,0.89
80,12100,261,43,3.49
81,48308,118,3,4.49
82,9863,752,45,19.99
83,22249,375,42,5.99
84,509,477,28,3.99
85,15119,402,38,49.99
86,29846,354,11,8.99
87,38916,698,22,2.49
88,17263,98,28,2.99
89,30266,692,1,39.99
90,43216,400,3,4.49
91,27475,712,21,3.59
92,14366,325,21,59.99
93,1039,782,15,4.99
94,29279,745,39,29.99
95,2118,118,47,3.59
96,34904,792,12,24.99
97,28145,192,41,99.99
98,25283,373,11,12.99
99,4369,378,1,34.99
100,21212,270,21,34.99
101,39450,11,29,4.29
102,40737,561,23,1.29
103,43028,230,12,12.99
104,20242,272,11,4.19
105,21378,740,1,89.99
106,32746,562,31,3.49
107,21161,50,8,6.49
108,23679,266,29,6.99
109,14853,588,38,24.99
110,12862,306,30,3.49
111,35928,155,41,89.99
112,15477,57,36,24.99
113,49174,679,45,19.99
114,28040,752,19,35.99
115,9504,507,37,4.49
116,21915,630,14,9.99
117,30384,414,3,29.99
118,32823,165,35,19.99
119,33530,352,50,10.99
120,31879,57,31,59.99
121,37223,692,24,22.99
122,5338,328,46,24.99
123,3908,757,21,59.99
124,26555,601,34,29.99
125,31324,629,21,19.99
126,43645,611,24,24.99
127,6562,145,25,2.49
128,49593,453,29,49.99
129,39283,150,25,39.99
130,34893,457,34,12.99
131,33014,161,21,3.99
132,24755,575,28,49.99
133,45471,362,36,12.99
134,23997,796,16,49.99
135,17817,586,23,9.99
136,20918,439,27,1.5
137,18399,515,25,34.99
138,3045,505,12,12.99
139,21564,447,5,2.29
140,46043,482,42,45
141,40805,700,12,12.99
142,29897,367,12,6.99
143,37564,386,5,99.99
144,38701,470,17,7.49
145,21583,740,29,2.49
146,24727,777,26,45.99
147,19107,254,9,6.99
148,2924,556,5,19.99
149,42128,416,25,5.49
150,14763,128,38,7.99
151,30309,392,42,2.99
152,24784,201,21,59.99
153,1087,494,24,7.99
154,422,780,14,4.49
155,18627,531,25,99.99
156,45944,179,27,8.49
157,46771,79,17,3.99
158,49191,272,12,29.99
159,19451,460,43,34.99
160,30925,335,9,15.99
161,2508,604,39,4.99
162,37141,682,4,24.99
163,46667,485,23,3.49
164,6163,528,30,14.99
165,46861,467,2,29.99
166,32230,53,22,5.49
167,33433,154,30,39.99
168,29757,423,12,19.99
169,47394,492,26,2.99
170,45748,537,14,5.49
171,13394,9,17,24.99
172,24484,606,28,29.99
173,42561,104,50,39.99
174,11789,185,49,3.49
175,44478,262,34,30
176,41776,555,43,1.89
177,2482,85,13,5.29
178,15386,422,37,2.49
179,30889,608,20,3.89
180,47155,222,37,3.99
181,17215,34,22,19.99
182,38056,386,33,3.99
183,40352,232,24,12.99
184,25689,497,50,6.99
185,36863,210,20,3.49
186,8612,787,7,4.49
187,48590,97,6,1.79
188,3777,245,11,3.99
189,36327,343,35,8.99
190,1850,182,50,39.99
191,46461,671,8,39.99
192,1533,275,47,2.49
193,46134,504,24,19.99
194,13784,704,35,59.99
195,45813,120,12,49.99
196,1047,224,24,4.99
197,35590,483,41,34.99
198,29947,42,48,1.99
199,23748,781,39,4.09
200,49736,112,33,149.99
201,6851,680,1,29.99
202,42708,210,44,4.99
203,24461,217,26,4.99
204,27590,235,24,39.99
205,47832,751,11,24.99
206,41885,764,8,1.99
207,37393,293,37,34.99
208,19281,97,28,24.99
209,26693,389,17,1.49
210,19940,322,25,29.99
211,36730,609,1,16.99
212,40900,181,18,19.99
213,23734,92,25,19.99
214,43100,27,31,49.99
215,44988,677,16,3.79
216,30849,149,18,49.99
217,34146,289,33,299.99
218,26833,329,35,4.49
219,8377,794,15,39.99
220,1888,1,41,2.99
221,49976,477,25,8.49
222,23180,224,3,29.99
223,39668,140,44,2.99
224,48368,300,41,3.29
225,42095,251,12,3.49
226,30332,392,48,19.99
227,14909,598,20,59.99
228,47137,240,36,19.99
229,11141,729,5,5.49
230,36094,375,18,54.99
231,24450,722,13,25.99
232,23308,555,28,9.99
233,20026,615,40,29.99
234,35564,743,1,19.99
235,41298,394,40,4.99
236,36945,419,29,14.99
237,7233,599,4,3.99
238,21312,279,37,29.99
239,47404,60,6,3.59
240,6914,358,19,3.99
241,10977,598,35,12.99
242,37701,11,39,299.99
243,35776,614,1,5.99
244,33995,180,1,15.99
245,28255,605,13,39.99
246,28893,642,4,9.99
247,39837,283,47,49.99
248,8348,360,7,199.99
249,32640,334,35,5.99
250,24527,406,24,119.99
251,11096,632,12,19.99
252,42775,266,50,24.99
253,19963,787,40,2.49
254,21371,436,31,34.99
255,44912,615,3,24.99
256,31052,115,18,5.99
257,15476,637,25,24.99
258,12982,92,42,34.99
259,18215,175,37,2.79
260,30903,691,9,4.29
261,31793,336,47,19.99
262,15994,36,45,4.49
263,26547,206,21,29.99
264,21735,83,20,18.99
265,1113,381,25,199.99
266,24496,589,35,5.49
267,2095,348,27,4.99
268,1876,532,1,5.99
269,7603,774,24,5.99
270,37849,461,36,4.99
271,17559,760,8,349.99
272,4695,568,11,3.29
273,11980,389,18,19.99
274,7493,353,14,4.29
275,48587,663,43,8.99
276,2717,537,39,89.99
277,9615,472,25,5.49
278,40817,662,27,24.99
279,38951,389,22,49.99
280,34304,60,9,34.99
281,2396,660,17,22.99
282,43026,55,47,2.29
283,33314,66,23,15.99
284,36208,297,42,2.99
285,35663,430,32,4.99
286,8964,43,26,2.99
287,23669,756,20,22.99
288,47009,491,27,3.99
289,38502,647,21,99.99
290,46584,481,44,8.99
291,45352,359,50,49.99
292,6361,519,9,24.99
293,48816,361,14,12.99
294,31851,562,50,59.99
295,27423,418,34,29.99
296,30751,590,48,4.79
297,30744,360,32,29.99
298,45229,68,8,19.99
299,45370,488,42,5.99
300,42755,210,40,39.99
301,42649,599,33,199.99
302,20846,97,34,19.99
303,12449,63,43,3.49
304,3435,788,37,19.99
305,36304,602,32,49.99
306,12313,729,46,39.99
307,35522,64,11,24.99
308,30460,443,38,49.99
309,40961,666,3,29.99
310,24955,664,32,10.99
311,14394,559,11,29.99
312,48636,284,14,4.89
313,28885,410,18,64.99
314,5080,738,34,19.99
315,40362,461,16,25.99
316,14506,487,35,3.59
317,34115,562,32,24.99
318,12897,348,41,15.99
319,7790,347,7,19.99
320,15234,394,17,3.99
321,33885,625,12,2.49
322,41446,297,11,49.99
323,2754,275,23,2.49
324,2359,212,14,19.99
325,31555,515,25,19.99
326,28811,34,10,15.99
327,12599,577,3,4.49
328,48990,338,47,5.99
329,36793,575,36,5.99
330,36239,480,38,49.99
331,21385,298,13,6.29
332,11608,497,48,2.99
333,17650,304,41,5.49
334,19774,602,39,1.99
335,29187,244,16,18.99
336,9553,477,30,299.99
337,43197,690,49,3.29
338,29683,602,5,6.49
339,33990,694,17,3.99
340,3149,44,11,4.29
341,7270,438,47,2.99
342,2706,519,49,9.99
343,29766,785,43,39.99
344,22275,119,29,49.99
345,46483,530,34,19.99
346,38518,85,33,14.99
347,43442,322,6,69.99
348,29331,36,6,89.99
349,26841,24,31,3.29
350,1716,378,31,2.99
351,22407,360,4,3.89
352,30961,15,4,24.99
353,42891,374,41,69.99
354,3286,745,18,34.99
355,35059,291,10,4.99
356,10158,28,14,2.99
357,21742,131,34,39.99
358,47861,265,11,2.99
359,34538,227,10,1.99
360,46726,584,38,6.99
361,48703,642,48,39.99
362,5849,354,48,3.79
363,10289,507,5,29.99
364,36626,467,46,2.49
365,6609,1,47,14.99
366,31576,428,50,2.99
367,34352,365,47,39.99
368,3569,687,20,19.99
369,12044,169,30,4.29
370,16388,75,19,15.99
371,2676,165,6,1.49
372,30330,474,26,4.49
373,49136,532,14,22.99
374,48465,19,46,12.99
375,29893,451,13,39.99
376,37960,254,41,2.99
377,48991,362,17,2.79
