id_order,id_client,order_date,state
1,686,2012-01-01,returned
2,350,2015-08-25,delivered
3,1396,2016-02-11,purchased
4,1044,2024-12-14,purchased
5,1245,2024-10-23,returned
6,882,2005-10-18,rejected
7,446,2015-02-12,reserved
8,984,2007-09-07,returned
9,954,2017-12-19,returned
10,704,2008-01-21,reserved
11,952,2007-10-01,returned
12,1204,2014-04-12,reserved
13,1025,2000-01-13,purchased
14,441,2003-06-06,reserved
15,1062,2007-01-27,purchased
16,89,2017-05-15,reserved
17,1269,2013-03-30,returned
18,190,2002-02-05,returned
19,680,2012-01-15,returned
20,1245,2023-06-14,reserved
21,1105,2004-09-22,rejected
22,386,2014-08-28,reserved
23,438,2014-09-11,purchased
24,1316,2008-05-13,returned
25,1256,2022-02-19,rejected
26,808,2007-01-06,delivered
27,412,2019-07-11,delivered
28,1188,2012-05-28,returned
29,1201,2001-06-16,reserved
30,687,2007-06-16,purchased
31,806,2021-01-20,returned
32,200,2005-07-17,delivered
33,199,2009-01-10,delivered
34,454,2014-10-01,rejected
35,992,2023-06-14,returned
36,910,2011-03-12,purchased
37,1230,2011-04-22,reserved
38,300,2013-12-01,delivered
39,865,2020-11-10,returned
40,160,2018-01-06,reserved
41,384,2006-12-06,returned
42,1259,2006-01-23,rejected
43,1081,2018-09-14,purchased
44,626,2019-02-24,returned
45,198,2019-09-25,purchased
46,81,2004-05-20,reserved
47,716,2001-01-01,rejected
48,474,2020-01-04,rejected
49,336,2009-02-27,returned
50,870,2014-09-13,purchased
51,32,2010-07-15,reserved
52,966,2017-08-11,purchased
53,802,2022-09-23,returned
54,888,2009-03-18,delivered
55,1486,2005-01-28,reserved
56,136,2023-07-18,reserved
57,987,2005-12-04,delivered
58,587,2023-03-31,returned
59,509,2016-12-04,rejected
60,1405,2015-02-02,returned
61,317,2011-04-13,rejected
62,143,2022-03-15,reserved
63,810,2019-04-11,delivered
64,1429,2015-01-24,rejected
65,937,2016-08-24,reserved
66,524,2003-07-23,returned
67,243,2013-09-01,delivered
68,465,2022-02-04,purchased
69,582,2014-12-17,purchased
70,49,2021-10-20,purchased
71,1431,2003-11-15,rejected
72,509,2019-01-15,delivered
73,262,2018-12-08,reserved
74,885,2003-08-23,purchased
75,389,2014-11-15,reserved
76,1056,2006-08-02,delivered
77,1434,2019-07-25,rejected
78,767,2005-08-02,rejected
79,596,2015-03-05,reserved
80,607,2009-05-22,reserved
81,1233,2003-02-21,reserved
82,410,2007-02-03,returned
83,1065,2000-04-19,rejected
84,521,2002-03-28,rejected
85,274,2008-04-18,reserved
86,1252,2024-09-09,returned
87,22,2015-10-30,returned
88,288,2020-07-06,rejected
89,195,2001-06-14,delivered
90,303,2013-04-25,returned
91,465,2017-05-11,returned
92,356,2013-11-21,reserved
93,756,2024-01-29,reserved
94,73,2024-10-07,returned
95,1364,2014-01-29,returned
96,1041,2020-06-11,delivered
97,1296,2022-11-10,delivered
98,335,2016-06-26,delivered
99,1227,2006-11-24,delivered
100,139,2024-08-17,reserved
101,1397,2023-10-09,delivered
102,1302,2010-02-20,purchased
103,1023,2019-06-16,delivered
104,1392,2014-04-20,delivered
105,1002,2021-02-04,reserved
106,1303,2021-05-12,returned
107,482,2014-11-13,rejected
108,1144,2002-10-05,reserved
109,883,2008-08-07,purchased
110,237,2024-06-18,rejected
111,1163,2022-01-03,rejected
112,1132,2004-01-04,reserved
113,495,2004-03-18,rejected
114,83,2013-02-19,returned
115,781,2010-11-18,reserved
116,859,2001-12-27,reserved
117,265,2024-02-11,delivered
118,372,2012-07-03,reserved
119,757,2020-05-16,purchased
120,891,2001-12-12,purchased
121,1340,2014-04-18,reserved
122,1355,2016-08-19,delivered
123,1445,2002-01-30,reserved
124,649,2020-11-04,rejected
125,305,2024-10-25,purchased
126,992,2010-02-21,delivered
127,703,2007-07-07,reserved
128,1068,2009-03-22,returned
129,87,2008-02-11,returned
130,412,2006-08-26,reserved
131,1134,2009-04-24,rejected
132,637,2003-05-05,reserved
133,376,2023-02-20,delivered
134,306,2001-11-02,rejected
135,1120,2007-12-06,returned
136,101,2004-10-23,purchased
137,1456,2012-07-06,rejected
138,1252,2003-07-06,purchased
139,763,2016-04-01,returned
140,1188,2020-03-27,purchased
141,602,2002-09-13,rejected
142,1046,2008-01-02,rejected
143,894,2011-05-23,delivered
144,1462,2001-01-16,reserved
145,1406,2001-03-25,returned
146,960,2024-12-03,delivered
147,154,2014-03-05,returned
148,77,2014-12-19,delivered
149,856,2024-05-22,purchased
150,1172,2008-05-28,returned
151,1025,2013-12-01,rejected
152,436,2024-07-28,rejected
153,1386,2006-06-21,rejected
154,604,2000-12-09,rejected
155,1299,2024-11-01,delivered
156,1219,2021-07-28,returned
157,985,2017-01-08,purchased
158,833,2013-04-25,purchased
159,796,2016-11-28,reserved
160,957,2013-04-27,purchased
161,778,2009-01-14,purchased
162,1045,2007-07-15,purchased
163,883,2005-06-13,reserved
164,1393,2016-05-19,reserved
165,1385,2009-04-03,delivered
166,580,2014-04-01,delivered
167,1293,2020-04-15,reserved
168,1195,2001-12-23,delivered
169,332,2011-09-20,reserved
170,992,2014-08-03,returned
171,643,2002-02-02,rejected
172,747,2004-03-16,reserved
173,1002,2017-08-24,delivered
174,513,2020-05-21,returned
175,585,2018-07-16,delivered
176,1221,2011-04-01,returned
177,340,2002-11-27,returned
178,944,2011-09-14,returned
179,270,2002-04-18,rejected
180,522,2020-03-14,returned
181,579,2018-03-25,reserved
182,371,2019-05-09,reserved
183,1284,2017-07-14,rejected
184,104,2011-04-12,delivered
185,922,2007-03-27,delivered
186,1389,2013-08-16,reserved
187,304,2007-04-19,reserved
188,366,2021-05-16,reserved
189,1475,2003-01-10,delivered
190,895,2002-08-19,returned
191,1069,2000-03-24,returned
192,1281,2000-03-30,rejected
193,65,2001-01-11,delivered
194,670,2001-06-04,returned
195,1366,2005-12-16,purchased
196,613,2017-09-20,rejected
197,286,2013-06-22,rejected
198,81,2016-08-30,reserved
199,811,2000-09-04,reserved
200,498,2011-04-12,rejected
201,1069,2013-10-29,reserved
202,565,2002-09-02,returned
203,527,2013-07-22,purchased
204,232,2020-12-16,purchased
205,559,2009-07-10,returned
206,1251,2019-01-01,purchased
207,532,2020-05-03,delivered
208,75,2016-02-29,reserved
209,449,2019-06-23,reserved
210,1093,2015-10-12,returned
211,233,2011-10-23,purchased
212,598,2008-08-26,rejected
213,1399,2012-08-15,delivered
214,658,2013-09-11,rejected
215,179,2013-11-22,reserved
216,93,2014-03-07,purchased
217,81,2012-06-28,purchased
218,129,2007-03-11,reserved
219,1249,2001-02-16,rejected
220,618,2004-09-19,purchased
221,1303,2003-08-03,delivered
222,351,2011-11-15,reserved
223,1034,2017-12-03,returned
224,1202,2003-11-18,purchased
225,167,2017-01-07,purchased
226,1129,2007-02-21,delivered
227,1444,2020-04-27,reserved
228,725,2020-04-05,returned
229,740,2020-09-28,delivered
230,238,2020-05-30,returned
231,793,2016-12-16,returned
