id_order,id_client,order_date,state
1,1151,2015-03-18,returned
2,937,2005-08-20,reserved
3,1050,2021-05-15,rejected
4,258,2003-04-10,returned
5,452,2023-07-28,purchased
6,170,2020-09-20,returned
7,334,2001-05-09,delivered
8,837,2003-09-05,returned
9,88,2002-01-10,reserved
10,400,2011-09-03,delivered
11,489,2020-03-07,delivered
12,643,2007-09-25,returned
13,2,2002-01-17,purchased
14,709,2002-12-06,purchased
15,1344,2004-09-01,rejected
16,153,2008-05-08,returned
17,406,2010-11-06,returned
18,1003,2024-08-20,rejected
19,181,2000-04-02,rejected
20,622,2010-11-24,reserved
21,843,2014-06-10,returned
22,678,2023-08-09,reserved
23,1030,2015-01-14,rejected
24,240,2019-11-12,purchased
25,390,2001-06-03,rejected
26,888,2001-06-07,delivered
27,528,2005-01-11,rejected
28,1165,2005-06-28,returned
29,1235,2012-02-24,returned
30,734,2008-06-14,rejected
31,1175,2001-06-13,returned
32,161,2013-09-15,returned
33,1077,2014-05-18,rejected
34,1045,2009-09-14,returned
35,1130,2009-12-11,reserved
36,763,2020-03-11,rejected
37,900,2019-04-28,purchased
38,930,2009-08-04,purchased
39,157,2019-04-04,purchased
40,262,2013-12-30,purchased
41,1237,2003-10-24,reserved
42,541,2023-08-08,rejected
43,1064,2012-03-29,delivered
44,1209,2000-09-19,delivered
45,245,2009-01-22,delivered
46,111,2014-02-13,purchased
47,512,2012-06-23,reserved
48,567,2013-07-16,rejected
49,995,2000-03-14,purchased
50,355,2020-03-23,returned
51,1015,2015-03-28,purchased
52,62,2005-11-22,delivered
53,1425,2009-02-11,delivered
54,405,2007-07-16,purchased
55,1147,2020-12-20,reserved
56,1086,2019-09-21,delivered
57,47,2012-09-11,purchased
58,1070,2002-04-16,purchased
59,1075,2023-07-27,reserved
60,125,2009-10-11,returned
61,1382,2019-08-18,reserved
62,1040,2002-01-14,rejected
63,301,2016-02-23,purchased
64,842,2006-05-15,returned
65,1283,2018-03-11,reserved
66,550,2009-09-17,returned
67,178,2015-03-06,rejected
68,1010,2020-07-10,purchased
69,837,2016-07-27,reserved
70,29,2022-03-11,purchased
71,1252,2001-03-03,rejected
72,236,2020-08-27,rejected
73,439,2015-08-04,reserved
74,950,2014-04-09,reserved
75,975,2021-04-25,delivered
76,1049,2011-03-29,purchased
77,1229,2016-12-25,reserved
78,1318,2006-02-23,returned
79,538,2004-02-17,purchased
80,1183,2014-12-04,delivered
81,1204,2012-11-02,delivered
82,276,2018-08-16,reserved
83,887,2005-01-11,reserved
84,1312,2020-01-09,purchased
85,261,2006-03-27,delivered
86,643,2015-07-17,rejected
87,661,2015-04-23,delivered
88,513,2021-04-16,reserved
89,189,2010-09-12,delivered
90,896,2013-12-09,returned
91,554,2017-11-17,delivered
92,70,2024-12-03,reserved
93,759,2019-03-07,returned
94,1203,2018-06-30,delivered
95,1146,2000-12-10,rejected
96,300,2010-01-28,purchased
97,11,2020-07-03,rejected
98,1072,2000-09-26,rejected
99,135,2009-03-29,returned
100,319,2019-01-18,purchased
101,636,2016-05-18,returned
102,1331,2017-06-12,purchased
103,1393,2002-08-12,rejected
104,1323,2011-11-11,rejected
105,1240,2022-11-29,returned
106,1064,2011-08-11,reserved
107,67,2008-04-11,rejected
108,328,2017-11-26,reserved
109,364,2018-10-06,reserved
110,1349,2003-09-26,delivered
111,809,2005-11-01,returned
112,912,2016-11-16,delivered
113,1274,2017-08-17,rejected
114,400,2022-05-25,returned
115,1089,2002-05-29,returned
116,1310,2009-11-09,delivered
117,1085,2023-09-21,returned
118,56,2012-05-10,returned
119,1265,2005-08-05,rejected
120,166,2023-03-21,purchased
121,677,2009-05-24,purchased
122,1416,2015-10-13,returned
123,1418,2023-02-05,rejected
124,398,2004-07-06,delivered
125,1286,2009-09-18,delivered
126,288,2011-09-29,returned
127,174,2018-09-28,returned
128,819,2005-03-15,rejected
129,61,2024-11-21,purchased
130,988,2016-01-19,delivered
131,739,2004-02-24,rejected
132,951,2008-04-06,returned
133,1043,2002-10-19,delivered
134,1055,2015-08-22,rejected
135,748,2012-01-17,rejected
136,291,2008-11-24,purchased
137,1461,2001-12-04,returned
138,744,2006-09-25,returned
139,1331,2001-06-05,purchased
140,1486,2011-07-13,returned
141,1458,2018-12-05,purchased
142,394,2023-08-18,purchased
143,346,2000-02-09,returned
144,80,2007-03-22,delivered
145,1181,2000-06-22,reserved
146,44,2000-01-24,purchased
147,446,2010-07-02,reserved
148,30,2012-01-22,purchased
149,1206,2020-02-08,delivered
150,456,2009-12-22,delivered
151,525,2018-02-22,rejected
152,463,2011-10-20,purchased
153,1076,2023-02-03,returned
154,431,2013-08-05,rejected
155,1215,2020-02-17,purchased
156,1474,2023-05-25,delivered
157,974,2008-09-18,rejected
158,883,2020-10-04,delivered
159,980,2015-10-13,purchased
160,332,2013-11-01,rejected
161,455,2024-08-12,purchased
162,1492,2018-12-31,delivered
163,1278,2011-09-24,reserved
164,432,2011-09-09,returned
165,897,2007-03-24,reserved
166,1322,2018-10-17,delivered
167,971,2014-05-17,delivered
168,947,2012-03-24,returned
169,1320,2002-03-20,rejected
170,826,2002-06-27,rejected
171,500,2013-06-15,delivered
172,556,2018-01-27,rejected
173,321,2000-03-16,rejected
174,1394,2018-09-03,returned
175,683,2022-08-04,purchased
176,386,2022-08-20,purchased
177,809,2003-04-24,returned
178,858,2019-10-27,reserved
179,1369,2003-05-15,returned
180,477,2002-12-10,reserved
181,1445,2002-05-29,rejected
182,475,2010-05-29,reserved
183,1339,2006-08-24,delivered
184,1042,2004-01-09,returned
185,1053,2007-08-03,delivered
186,288,2020-12-06,returned
187,1251,2012-04-10,rejected
188,1145,2023-11-26,returned
189,357,2017-11-10,reserved
190,671,2019-01-02,rejected
191,279,2004-09-27,purchased
192,1233,2024-06-20,purchased
193,715,2024-10-18,reserved
194,831,2005-09-13,reserved
195,825,2017-04-29,purchased
196,1383,2023-02-08,delivered
197,1161,2001-12-19,rejected
198,1308,2004-10-17,reserved
199,995,2024-11-09,returned
200,533,2011-12-29,rejected
201,554,2010-06-27,delivered
202,208,2005-01-27,returned
203,1340,2009-05-03,delivered
204,944,2015-04-25,delivered
205,50,2003-07-21,returned
206,649,2009-11-10,delivered
207,536,2015-01-15,returned
208,1190,2019-08-21,reserved
209,555,2014-12-25,delivered
210,655,2012-04-09,reserved
211,255,2008-04-06,purchased
212,1188,2013-09-06,purchased
213,1341,2021-02-11,returned
214,774,2011-03-23,returned
215,1116,2001-02-11,returned
216,801,2017-01-09,purchased
217,527,2023-10-14,returned
218,1372,2004-11-17,reserved
219,924,2018-03-28,returned
220,1312,2002-10-28,reserved
221,1385,2007-12-06,delivered
222,1487,2024-11-19,purchased
223,827,2013-07-02,delivered
224,788,2024-05-31,returned
225,386,2021-07-30,delivered
226,1117,2018-12-26,reserved
227,765,2002-10-24,rejected
228,891,2012-09-06,rejected
229,607,2002-07-03,reserved
230,1224,2015-08-06,purchased
231,489,2021-09-21,rejected
232,663,2011-08-06,reserved
233,1022,2000-07-17,returned
234,828,2010-08-22,delivered
235,668,2000-01-13,delivered
236,1118,2012-08-13,returned
237,1321,2019-06-05,reserved
238,273,2017-07-26,rejected
239,326,2002-05-14,rejected
240,675,2000-11-10,rejected
241,303,2010-03-10,reserved
242,534,2024-02-13,purchased
243,896,2014-06-05,delivered
244,956,2023-12-30,rejected
245,1182,2017-04-11,rejected
246,1240,2016-08-20,delivered
247,1321,2006-05-27,returned
248,1127,2022-12-20,rejected
249,115,2003-04-27,delivered
250,517,2023-12-01,returned
251,215,2004-08-15,delivered
252,682,2005-05-20,rejected
253,1043,2004-05-12,returned
254,1070,2014-12-24,delivered
255,1491,2010-01-16,purchased
256,160,2005-06-03,purchased
257,1492,2005-12-21,purchased
258,921,2022-10-02,rejected
259,1206,2021-05-02,rejected
260,39,2002-02-24,delivered
261,1466,2015-07-21,rejected
262,606,2022-07-03,rejected
263,1458,2022-09-05,purchased
264,81,2012-01-22,reserved
265,872,2002-05-05,reserved
266,1426,2013-04-02,returned
267,969,2008-05-03,delivered
268,1382,2001-07-21,delivered
269,293,2013-10-13,returned
270,1331,2007-08-14,returned
271,134,2008-11-26,returned
272,474,2022-04-02,purchased
273,1324,2002-03-22,rejected
274,791,2022-04-05,returned
275,1338,2013-10-11,reserved
276,844,2011-06-05,purchased
277,204,2019-05-10,delivered
278,81,2016-07-19,purchased
279,1185,2008-03-17,delivered
280,1417,2011-08-08,returned
281,1471,2012-09-08,returned
282,1373,2003-02-27,purchased
283,26,2024-01-11,delivered
284,786,2015-02-11,rejected
285,876,2005-03-28,purchased
286,429,2023-08-26,returned
287,424,2024-09-30,returned
288,697,2003-12-19,purchased
289,916,2011-12-10,returned
290,1261,2020-03-16,purchased
291,838,2004-04-19,rejected
292,856,2013-08-26,reserved
293,255,2015-04-21,reserved
294,33,2013-07-24,returned
295,352,2001-02-06,delivered
296,502,2013-04-17,purchased
297,652,2001-05-03,returned
298,890,2017-11-14,rejected
299,1271,2018-12-28,returned
300,714,2009-01-13,purchased
301,1495,2014-06-09,returned
302,877,2014-01-11,returned
303,955,2024-12-21,returned
304,37,2024-10-14,reserved
305,1133,2010-12-06,returned
306,867,2017-04-11,reserved
307,226,2020-02-02,returned
308,1353,2016-02-08,rejected
309,528,2003-05-11,purchased
310,759,2024-10-14,rejected
311,1007,2000-03-29,delivered
312,1399,2024-12-12,rejected
313,1347,2005-05-04,purchased
314,141,2024-11-06,reserved
315,412,2006-04-12,returned
316,86,2007-05-11,purchased
317,945,2018-06-06,purchased
318,428,2003-03-30,delivered
319,1143,2015-06-17,delivered
320,374,2016-12-23,reserved
321,278,2000-11-26,reserved
322,35,2016-04-19,returned
323,1265,2022-02-16,reserved
324,1230,2014-08-07,returned
325,972,2008-06-28,purchased
326,167,2014-08-19,delivered
327,1278,2007-07-16,rejected
328,493,2000-06-03,reserved
329,302,2010-05-04,purchased
330,95,2023-10-21,reserved
331,410,2024-04-19,rejected
332,5,2010-01-17,reserved
333,447,2014-01-22,purchased
334,138,2014-03-18,delivered
335,622,2002-10-29,delivered
336,895,2013-11-02,delivered
337,747,2022-05-11,reserved
338,254,2004-11-01,reserved
339,1003,2001-01-17,purchased
340,1052,2006-08-13,rejected
341,525,2001-03-15,reserved
342,1029,2008-04-25,purchased
343,1308,2014-04-21,rejected
344,454,2007-07-10,rejected
345,429,2002-04-13,reserved
346,771,2020-12-23,rejected
347,1095,2024-02-11,rejected
348,1100,2021-01-29,reserved
349,820,2017-10-19,delivered
350,953,2022-05-04,purchased
351,542,2015-12-08,purchased
352,1313,2010-08-26,purchased
353,1200,2018-08-03,rejected
354,339,2024-12-24,returned
355,1190,2005-07-07,reserved
356,548,2008-09-05,delivered
357,846,2006-06-17,rejected
358,348,2015-08-23,purchased
359,5,2013-01-31,purchased
360,1320,2005-04-26,reserved
361,1114,2013-10-30,purchased
362,1433,2003-01-18,purchased
363,551,2014-11-11,rejected
364,1239,2010-10-23,returned
365,385,2019-06-17,rejected
366,201,2001-05-11,rejected
367,402,2022-11-13,delivered
368,310,2020-03-19,purchased
369,563,2021-04-03,returned
370,1442,2022-09-18,rejected
371,1368,2009-09-30,purchased
372,1259,2022-01-01,delivered
373,266,2014-03-19,rejected
374,681,2000-08-27,delivered
375,1458,2007-10-31,purchased
376,1434,2005-03-26,purchased
377,426,2024-04-15,delivered
378,229,2022-12-04,purchased
379,392,2024-02-29,reserved
380,741,2016-05-07,purchased
381,226,2022-11-02,purchased
382,138,2018-04-30,rejected
383,1073,2010-12-03,returned
384,398,2016-12-22,returned
385,909,2006-12-01,delivered
386,1409,2007-06-08,returned
387,534,2009-12-28,returned
388,170,2009-04-04,rejected
389,447,2020-03-12,rejected
390,379,2005-06-16,purchased
391,1131,2003-01-14,reserved
392,67,2006-07-15,returned
393,1042,2018-06-16,purchased
394,1491,2004-10-16,delivered
395,103,2020-05-13,purchased
396,1008,2024-10-19,reserved
397,842,2020-08-17,delivered
398,859,2004-02-06,delivered
399,42,2017-08-14,returned
400,50,2018-10-30,delivered
401,1000,2012-04-03,delivered
402,719,2022-07-22,reserved
403,373,2004-03-21,purchased
404,547,2018-10-05,rejected
405,76,2016-04-17,purchased
406,1134,2006-07-17,delivered
407,661,2006-07-14,reserved
408,705,2000-12-23,delivered
409,1206,2001-09-30,delivered
410,908,2009-12-03,reserved
411,194,2004-08-14,delivered
412,658,2022-03-20,purchased
413,676,2000-04-19,reserved
414,945,2018-06-11,reserved
415,393,2022-01-13,purchased
416,150,2017-01-30,returned
417,758,2014-01-28,delivered
418,1062,2023-01-20,reserved
419,802,2000-05-17,reserved
420,826,2024-08-07,rejected
421,550,2013-04-14,reserved
422,1357,2002-03-13,delivered
423,186,2021-02-06,returned
424,984,2009-02-28,reserved
425,1050,2017-04-20,purchased
426,293,2024-08-18,rejected
427,355,2006-02-24,delivered
428,1255,2001-04-16,delivered
429,1483,2005-08-09,rejected
430,544,2001-12-16,returned
431,582,2008-09-02,delivered
432,670,2022-11-23,purchased
433,153,2000-07-23,reserved
434,700,2021-04-21,reserved
435,989,2011-05-10,reserved
436,587,2011-02-01,reserved
