id_order,id_client,order_date,state
1,692,2022-08-17,rejected
2,556,2011-05-11,reserved
3,1451,2024-02-02,rejected
4,363,2019-05-05,rejected
5,301,2003-12-16,delivered
6,673,2010-06-10,reserved
7,1208,2020-09-26,delivered
8,741,2021-01-11,returned
9,1326,2011-07-20,reserved
10,842,2018-03-20,rejected
11,994,2015-01-27,delivered
12,1215,2021-05-05,returned
13,1468,2005-04-17,delivered
14,105,2020-05-30,rejected
15,268,2006-02-22,returned
16,580,2002-01-23,purchased
17,1109,2001-05-28,reserved
18,1275,2010-09-23,delivered
19,1028,2008-07-15,delivered
20,482,2000-12-13,delivered
21,436,2008-05-30,returned
22,729,2017-05-25,delivered
23,1387,2000-07-01,delivered
24,881,2005-05-12,purchased
25,1265,2017-10-21,delivered
26,1365,2022-01-15,reserved
27,1130,2000-06-30,purchased
28,693,2020-02-17,rejected
29,988,2001-08-04,delivered
30,346,2005-05-10,reserved
31,139,2023-08-05,delivered
32,334,2010-10-28,rejected
33,1323,2011-12-08,reserved
34,764,2003-01-28,returned
35,760,2007-12-09,rejected
36,1053,2001-09-13,purchased
37,715,2001-10-13,reserved
38,1208,2010-12-27,purchased
39,901,2017-08-31,returned
40,1327,2000-08-26,rejected
41,1153,2021-12-08,delivered
42,518,2012-02-06,purchased
43,444,2017-04-02,delivered
44,1482,2000-10-30,delivered
45,1492,2022-09-21,returned
46,1055,2024-12-26,delivered
47,621,2000-03-10,purchased
48,709,2007-06-20,rejected
49,58,2008-07-08,rejected
50,92,2016-02-16,delivered
51,760,2009-10-30,delivered
52,1362,2023-07-14,returned
53,427,2024-09-03,returned
54,1158,2002-12-27,returned
55,419,2009-02-17,delivered
56,682,2021-05-21,delivered
57,1228,2010-10-08,reserved
58,901,2017-06-12,purchased
59,79,2020-02-25,purchased
60,916,2012-09-21,reserved
61,540,2020-10-17,reserved
62,562,2006-06-14,rejected
63,113,2020-02-26,returned
64,244,2007-02-12,delivered
65,708,2000-03-22,reserved
66,1209,2024-09-19,rejected
67,1237,2016-01-02,reserved
68,956,2002-01-03,returned
69,633,2007-07-27,delivered
