id_order,id_client,order_date,state
1,1246,2024-02-10,returned
2,132,2006-12-18,rejected
3,558,2004-01-10,delivered
4,1304,2005-05-26,reserved
5,720,2000-02-26,reserved
6,1491,2001-06-02,delivered
7,45,2018-09-09,purchased
8,426,2014-04-14,delivered
9,923,2018-07-06,returned
10,882,2010-11-17,rejected
11,322,2000-10-13,rejected
12,172,2020-02-24,rejected
13,42,2020-04-29,delivered
14,36,2006-02-09,purchased
15,1164,2021-08-24,purchased
16,1218,2017-10-25,rejected
17,1171,2000-04-22,purchased
18,1043,2008-06-08,reserved
19,925,2008-04-17,reserved
20,1492,2022-10-05,rejected
21,775,2022-07-12,returned
22,1164,2018-03-21,delivered
23,527,2013-01-10,rejected
24,307,2013-01-08,delivered
25,276,2022-02-02,returned
26,818,2004-05-25,delivered
27,131,2001-05-16,reserved
28,1229,2002-08-28,delivered
29,265,2001-09-20,rejected
30,719,2013-04-04,reserved
31,1253,2012-10-14,rejected
32,491,2015-02-20,delivered
33,919,2016-09-28,returned
34,262,2015-03-18,delivered
35,376,2017-05-21,delivered
36,819,2012-08-29,rejected
37,464,2024-11-21,reserved
38,448,2008-02-05,purchased
39,868,2002-10-07,rejected
40,1021,2008-08-28,returned
41,618,2015-06-14,rejected
42,947,2005-10-24,rejected
43,766,2007-10-09,purchased
44,416,2019-01-13,returned
45,41,2003-09-26,rejected
46,684,2009-03-17,returned
47,437,2021-01-19,rejected
48,520,2019-09-01,delivered
49,1012,2001-10-15,returned
50,49,2005-12-17,purchased
51,1266,2008-05-09,purchased
52,1231,2009-03-14,delivered
53,1206,2022-01-05,reserved
54,662,2000-04-24,returned
55,1066,2015-04-01,delivered
56,785,2003-07-25,reserved
57,237,2017-10-09,reserved
58,147,2021-03-01,rejected
59,1232,2010-03-30,rejected
60,1089,2017-01-28,returned
61,4,2011-05-31,returned
62,1336,2023-08-09,delivered
63,1165,2007-02-11,purchased
64,444,2021-04-17,purchased
65,157,2013-05-17,delivered
66,1448,2009-02-09,reserved
67,438,2010-09-07,delivered
68,1233,2007-05-08,returned
69,763,2002-11-05,rejected
70,73,2014-04-20,purchased
71,176,2006-12-24,reserved
72,572,2021-08-10,reserved
73,255,2017-03-03,purchased
74,769,2016-05-19,purchased
75,275,2023-06-14,returned
76,737,2005-09-24,returned
77,809,2017-05-30,returned
78,1052,2022-01-11,purchased
79,799,2016-07-21,delivered
80,1001,2019-05-03,rejected
81,649,2020-12-10,returned
82,246,2012-05-17,purchased
83,427,2007-05-22,returned
84,1342,2008-09-18,delivered
85,514,2007-10-08,reserved
86,375,2003-09-22,reserved
87,819,2020-10-05,rejected
88,737,2000-06-17,returned
89,642,2014-01-20,returned
90,652,2019-02-26,delivered
91,483,2003-01-09,purchased
92,893,2000-04-07,reserved
93,877,2021-09-29,purchased
94,1243,2001-12-31,rejected
95,285,2001-12-17,purchased
96,428,2002-07-06,returned
97,688,2004-11-24,purchased
98,869,2017-03-20,purchased
99,1297,2018-09-29,returned
100,685,2005-12-14,reserved
101,171,2011-05-09,returned
102,1125,2014-02-12,delivered
103,1268,2022-04-24,rejected
104,1442,2021-09-15,returned
105,1206,2017-04-28,purchased
106,678,2000-01-11,returned
107,1172,2009-09-09,delivered
108,187,2015-02-16,returned
109,606,2017-07-07,rejected
110,311,2014-08-08,returned
111,716,2013-12-03,purchased
112,1372,2022-01-20,rejected
113,607,2002-02-05,delivered
114,1489,2013-02-22,reserved
115,701,2022-07-12,reserved
116,262,2024-08-21,returned
117,951,2024-10-07,rejected
118,443,2021-10-14,reserved
119,242,2017-07-25,returned
120,1496,2011-05-29,returned
121,374,2008-03-03,returned
122,943,2024-12-25,purchased
123,1382,2000-08-04,rejected
124,1272,2020-04-30,reserved
125,649,2000-07-28,delivered
126,901,2000-10-30,delivered
127,1383,2016-07-05,reserved
128,852,2012-08-16,delivered
129,1192,2002-11-14,returned
130,1190,2013-09-24,reserved
131,1223,2006-07-31,returned
132,524,2017-09-01,reserved
133,609,2015-12-07,purchased
134,62,2020-07-10,purchased
135,607,2017-01-29,purchased
136,997,2024-10-22,rejected
137,90,2019-02-02,reserved
138,628,2010-10-14,reserved
139,1141,2009-06-29,purchased
140,1073,2023-09-01,purchased
141,701,2008-03-11,returned
142,63,2016-09-11,purchased
143,146,2023-02-07,reserved
144,4,2006-04-25,delivered
145,896,2007-01-01,reserved
146,859,2013-08-09,reserved
147,602,2002-11-15,rejected
148,323,2000-06-27,delivered
149,1130,2024-02-12,rejected
150,715,2015-05-16,returned
151,796,2013-06-07,delivered
152,582,2005-09-12,purchased
153,74,2004-10-10,returned
154,366,2001-10-30,purchased
155,1050,2014-03-26,delivered
156,408,2013-10-08,purchased
157,951,2002-01-08,delivered
158,1195,2021-07-03,returned
159,765,2017-03-06,returned
160,978,2001-12-20,rejected
161,1351,2023-02-22,delivered
162,711,2013-05-26,returned
163,882,2019-02-05,rejected
164,1066,2002-06-03,returned
165,225,2023-07-02,rejected
166,1193,2008-12-08,rejected
167,1220,2002-01-14,delivered
168,949,2001-12-04,delivered
169,791,2012-06-29,returned
170,953,2012-03-01,delivered
171,1460,2007-04-08,reserved
172,768,2002-07-04,purchased
173,1081,2014-09-17,rejected
174,398,2021-12-19,reserved
175,96,2016-09-21,returned
176,851,2014-11-04,delivered
177,885,2009-01-22,returned
178,98,2004-05-14,rejected
179,923,2019-06-20,rejected
180,173,2001-01-30,purchased
181,1190,2004-09-22,reserved
182,290,2015-07-15,reserved
183,87,2018-10-21,returned
184,534,2017-07-09,delivered
185,855,2006-07-18,rejected
186,1145,2006-02-12,delivered
187,1101,2003-12-11,delivered
188,1276,2021-04-11,returned
189,623,2020-01-22,purchased
190,628,2013-09-21,reserved
191,532,2011-07-27,rejected
192,488,2010-12-21,returned
193,778,2014-12-28,rejected
