id_order,id_client,order_date,state
1,1216,2018-05-20,purchased
2,173,2019-07-21,returned
3,1464,2002-06-24,reserved
4,1059,2012-05-31,purchased
5,881,2020-07-20,purchased
6,1061,2005-04-18,rejected
7,496,2022-12-19,delivered
8,1454,2004-05-31,rejected
9,555,2020-02-06,reserved
10,681,2012-08-14,purchased
11,421,2015-08-29,delivered
12,130,2009-05-03,rejected
13,624,2019-02-18,reserved
14,298,2012-08-18,rejected
15,279,2003-10-15,delivered
16,81,2000-12-31,rejected
17,730,2016-07-24,purchased
18,1399,2006-06-10,delivered
19,785,2021-12-12,delivered
20,1410,2004-10-14,rejected
21,1497,2011-03-16,reserved
22,105,2004-02-10,delivered
23,212,2010-01-31,delivered
24,1088,2009-04-03,rejected
25,545,2017-12-07,delivered
26,755,2005-01-11,rejected
27,684,2009-07-20,returned
28,759,2006-11-15,returned
29,192,2004-04-21,returned
30,568,2003-01-18,returned
31,120,2017-02-23,delivered
32,1346,2002-12-23,delivered
33,1096,2010-01-10,reserved
34,1357,2000-02-25,reserved
35,869,2001-02-10,delivered
36,193,2015-06-05,purchased
37,1339,2017-10-23,rejected
38,3,2006-01-16,delivered
39,987,2023-02-23,returned
40,1392,2012-04-17,delivered
41,397,2011-10-01,rejected
42,962,2015-11-08,delivered
43,1378,2002-09-06,rejected
44,217,2001-02-26,delivered
45,697,2001-09-28,returned
46,630,2000-08-24,reserved
47,956,2000-01-04,returned
48,324,2011-03-26,delivered
49,1476,2015-07-29,delivered
50,150,2024-08-21,rejected
51,872,2009-12-05,purchased
52,486,2003-02-16,rejected
53,443,2018-05-25,purchased
54,150,2016-11-13,reserved
55,809,2013-03-29,purchased
56,1284,2017-12-12,delivered
57,554,2006-08-07,returned
58,680,2021-05-25,purchased
59,1338,2017-08-27,returned
60,322,2016-05-18,purchased
61,154,2006-07-14,reserved
62,1362,2001-04-06,rejected
63,15,2004-04-03,purchased
64,461,2003-09-29,reserved
65,1243,2019-10-18,delivered
66,198,2019-04-02,rejected
67,177,2023-05-29,purchased
68,320,2008-01-12,purchased
69,916,2010-11-22,reserved
70,908,2006-04-30,reserved
71,53,2003-11-09,reserved
72,588,2020-05-17,returned
73,1031,2018-05-01,reserved
74,869,2000-08-13,delivered
75,806,2022-02-05,returned
76,719,2010-03-01,delivered
77,793,2000-02-27,purchased
78,229,2023-07-20,rejected
79,33,2024-05-26,reserved
80,636,2001-02-23,purchased
81,287,2013-06-30,purchased
82,1249,2017-06-03,delivered
83,975,2000-06-18,purchased
84,680,2006-03-26,returned
85,934,2020-07-31,delivered
86,1227,2013-12-11,reserved
87,1222,2005-04-26,delivered
88,736,2018-12-30,returned
89,1318,2001-07-25,delivered
90,975,2022-02-21,rejected
91,1191,2022-02-22,reserved
92,49,2015-12-09,returned
93,1372,2024-04-08,delivered
94,1176,2019-11-17,returned
95,1488,2010-09-23,rejected
96,766,2016-01-17,rejected
97,527,2012-06-20,reserved
98,804,2006-01-09,purchased
99,984,2000-10-07,rejected
100,1069,2013-01-19,returned
101,417,2017-09-15,reserved
102,1196,2003-02-20,rejected
